    nm         	 V
1.000006e+002	-1.187250e+000
9.990298e+001	-1.192125e+000
9.980532e+001	-1.193625e+000
9.970766e+001	-1.194375e+000
9.961001e+001	-1.194750e+000
9.951235e+001	-1.195875e+000
9.941469e+001	-1.196250e+000
9.931703e+001	-1.198875e+000
9.921938e+001	-1.201125e+000
9.912172e+001	-1.200000e+000
9.902406e+001	-1.204125e+000
9.892641e+001	-1.204500e+000
9.882875e+001	-1.207500e+000
9.873109e+001	-1.208250e+000
9.863344e+001	-1.211250e+000
9.853578e+001	-1.207500e+000
9.843812e+001	-1.212375e+000
9.834046e+001	-1.214625e+000
9.824281e+001	-1.216500e+000
9.814515e+001	-1.217250e+000
9.804749e+001	-1.221000e+000
9.794984e+001	-1.218375e+000
9.785218e+001	-1.220250e+000
9.775452e+001	-1.224750e+000
9.765687e+001	-1.225125e+000
9.755921e+001	-1.224375e+000
9.746155e+001	-1.227375e+000
9.736389e+001	-1.227375e+000
9.726624e+001	-1.228875e+000
9.716858e+001	-1.231500e+000
9.707092e+001	-1.233750e+000
9.697327e+001	-1.233750e+000
9.687561e+001	-1.237500e+000
9.677795e+001	-1.234875e+000
9.668030e+001	-1.237875e+000
9.658264e+001	-1.240125e+000
9.648498e+001	-1.241625e+000
9.638732e+001	-1.242375e+000
9.628967e+001	-1.246125e+000
9.619201e+001	-1.245750e+000
9.609435e+001	-1.245375e+000
9.599670e+001	-1.249125e+000
9.589904e+001	-1.251000e+000
9.580138e+001	-1.250250e+000
9.570373e+001	-1.255500e+000
9.560607e+001	-1.254375e+000
9.550841e+001	-1.255125e+000
9.541075e+001	-1.258500e+000
9.531310e+001	-1.261500e+000
9.521544e+001	-1.260750e+000
9.511778e+001	-1.264125e+000
9.502013e+001	-1.264875e+000
9.492247e+001	-1.267875e+000
9.482481e+001	-1.270125e+000
9.472716e+001	-1.272000e+000
9.462950e+001	-1.272375e+000
9.453184e+001	-1.273500e+000
9.443418e+001	-1.275000e+000
9.433653e+001	-1.275750e+000
9.423887e+001	-1.280625e+000
9.414121e+001	-1.281000e+000
9.404356e+001	-1.281000e+000
9.394590e+001	-1.285500e+000
9.384824e+001	-1.285500e+000
9.375059e+001	-1.286625e+000
9.365293e+001	-1.290375e+000
9.355527e+001	-1.292625e+000
9.345761e+001	-1.291500e+000
9.335996e+001	-1.294500e+000
9.326230e+001	-1.297500e+000
9.316464e+001	-1.296375e+000
9.306699e+001	-1.298625e+000
9.296933e+001	-1.302750e+000
9.287167e+001	-1.302000e+000
9.277402e+001	-1.304625e+000
9.267636e+001	-1.306875e+000
9.257870e+001	-1.307625e+000
9.248105e+001	-1.311000e+000
9.238339e+001	-1.312500e+000
9.228573e+001	-1.312875e+000
9.218807e+001	-1.314375e+000
9.209042e+001	-1.317000e+000
9.199276e+001	-1.316625e+000
9.189510e+001	-1.321500e+000
9.179745e+001	-1.322250e+000
9.169979e+001	-1.321125e+000
9.160213e+001	-1.324500e+000
9.150448e+001	-1.327875e+000
9.140682e+001	-1.326375e+000
9.130916e+001	-1.331625e+000
9.121150e+001	-1.333875e+000
9.111385e+001	-1.330875e+000
9.101619e+001	-1.332375e+000
9.091853e+001	-1.336500e+000
9.082088e+001	-1.335750e+000
9.072322e+001	-1.339875e+000
9.062556e+001	-1.343250e+000
9.052791e+001	-1.342875e+000
9.043025e+001	-1.341750e+000
9.033259e+001	-1.345500e+000
9.023493e+001	-1.349250e+000
9.013728e+001	-1.350750e+000
9.003962e+001	-1.352250e+000
8.994196e+001	-1.351875e+000
8.984431e+001	-1.354875e+000
8.974665e+001	-1.357875e+000
8.964899e+001	-1.358625e+000
8.955134e+001	-1.359750e+000
8.945368e+001	-1.362000e+000
8.935602e+001	-1.362000e+000
8.925836e+001	-1.363500e+000
8.916071e+001	-1.368000e+000
8.906305e+001	-1.368750e+000
8.896539e+001	-1.369500e+000
8.886774e+001	-1.371375e+000
8.877008e+001	-1.373250e+000
8.867242e+001	-1.373250e+000
8.857477e+001	-1.378125e+000
8.847711e+001	-1.379625e+000
8.837945e+001	-1.378125e+000
8.828179e+001	-1.381125e+000
