    µm         	 V
9.394577e-001	-5.880000e-001
9.384811e-001	-5.891250e-001
9.375045e-001	-5.910000e-001
9.365280e-001	-5.925000e-001
9.355514e-001	-5.940000e-001
9.345748e-001	-5.958750e-001
9.335982e-001	-5.977500e-001
9.326217e-001	-5.992500e-001
9.316451e-001	-6.003750e-001
9.306685e-001	-6.022500e-001
9.296920e-001	-6.037500e-001
9.287154e-001	-6.048750e-001
9.277388e-001	-6.075000e-001
9.267623e-001	-6.082500e-001
9.257857e-001	-6.097500e-001
9.248091e-001	-6.120000e-001
9.238325e-001	-6.135000e-001
9.228560e-001	-6.146250e-001
9.218794e-001	-6.161250e-001
9.209028e-001	-6.180000e-001
9.199263e-001	-6.191250e-001
9.189497e-001	-6.210000e-001
9.179731e-001	-6.228750e-001
9.169966e-001	-6.247500e-001
9.160200e-001	-6.258750e-001
9.150434e-001	-6.277500e-001
9.140668e-001	-6.292500e-001
9.130903e-001	-6.311250e-001
9.121137e-001	-6.330000e-001
9.111371e-001	-6.341250e-001
9.101606e-001	-6.363750e-001
9.091840e-001	-6.378750e-001
9.082074e-001	-6.397500e-001
9.072309e-001	-6.412500e-001
9.062543e-001	-6.427500e-001
9.052777e-001	-6.446250e-001
9.043011e-001	-6.461250e-001
9.033246e-001	-6.472500e-001
9.023480e-001	-6.498750e-001
9.013714e-001	-6.510000e-001
9.003949e-001	-6.528750e-001
8.994183e-001	-6.547500e-001
8.984417e-001	-6.558750e-001
8.974652e-001	-6.573750e-001
8.964886e-001	-6.592500e-001
8.955120e-001	-6.611250e-001
8.945354e-001	-6.626250e-001
8.935589e-001	-6.637500e-001
8.925823e-001	-6.656250e-001
8.916057e-001	-6.682500e-001
8.906292e-001	-6.693750e-001
8.896526e-001	-6.708750e-001
8.886760e-001	-6.723750e-001
8.876995e-001	-6.742500e-001
8.867229e-001	-6.753750e-001
8.857463e-001	-6.772500e-001
8.847697e-001	-6.798750e-001
8.837932e-001	-6.806250e-001
8.828166e-001	-6.825000e-001
8.818400e-001	-6.843750e-001
8.808635e-001	-6.858750e-001
8.798869e-001	-6.881250e-001
8.789103e-001	-6.892500e-001
8.779338e-001	-6.911250e-001
8.769572e-001	-6.926250e-001
8.759806e-001	-6.937500e-001
8.750040e-001	-6.960000e-001
8.740275e-001	-6.978750e-001
8.730509e-001	-6.993750e-001
8.720743e-001	-7.008750e-001
8.710978e-001	-7.023750e-001
8.701212e-001	-7.046250e-001
8.691446e-001	-7.057500e-001
8.681681e-001	-7.072500e-001
8.671915e-001	-7.091250e-001
8.662149e-001	-7.110000e-001
8.652383e-001	-7.125000e-001
8.642618e-001	-7.147500e-001
8.632852e-001	-7.162500e-001
8.623086e-001	-7.177500e-001
8.613321e-001	-7.192500e-001
8.603555e-001	-7.207500e-001
8.593789e-001	-7.222500e-001
8.584024e-001	-7.245000e-001
8.574258e-001	-7.263750e-001
8.564492e-001	-7.278750e-001
8.554726e-001	-7.293750e-001
8.544961e-001	-7.308750e-001
8.535195e-001	-7.323750e-001
8.525429e-001	-7.342500e-001
8.515664e-001	-7.361250e-001
8.505898e-001	-7.376250e-001
8.496132e-001	-7.395000e-001
8.486367e-001	-7.406250e-001
8.476601e-001	-7.428750e-001
8.466835e-001	-7.451250e-001
8.457069e-001	-7.462500e-001
8.447304e-001	-7.481250e-001
8.437538e-001	-7.496250e-001
8.427772e-001	-7.518750e-001
8.418007e-001	-7.533750e-001
8.408241e-001	-7.548750e-001
8.398475e-001	-7.571250e-001
8.388710e-001	-7.582500e-001
8.378944e-001	-7.593750e-001
8.369178e-001	-7.616250e-001
8.359413e-001	-7.635000e-001
8.349647e-001	-7.650000e-001
8.339881e-001	-7.668750e-001
8.330115e-001	-7.683750e-001
8.320350e-001	-7.702500e-001
8.310584e-001	-7.717500e-001
8.300818e-001	-7.732500e-001
8.291053e-001	-7.755000e-001
8.281287e-001	-7.766250e-001
8.271521e-001	-7.781250e-001
8.261756e-001	-7.796250e-001
8.251990e-001	-7.818750e-001
8.242224e-001	-7.833750e-001
8.232458e-001	-7.852500e-001
8.222693e-001	-7.867500e-001
8.212927e-001	-7.890000e-001
8.203161e-001	-7.901250e-001
8.193396e-001	-7.920000e-001
8.183630e-001	-7.938750e-001
8.173864e-001	-7.950000e-001
8.164099e-001	-7.965000e-001
8.154333e-001	-7.983750e-001
8.144567e-001	-7.998750e-001
8.134801e-001	-8.025000e-001
8.125036e-001	-8.036250e-001
8.115270e-001	-8.058750e-001
8.105504e-001	-8.073750e-001
8.095739e-001	-8.088750e-001
8.085973e-001	-8.107500e-001
8.076207e-001	-8.126250e-001
8.066442e-001	-8.145000e-001
8.056676e-001	-8.152500e-001
8.046910e-001	-8.171250e-001
8.037144e-001	-8.190000e-001
8.027379e-001	-8.201250e-001
8.017613e-001	-8.227500e-001
8.007847e-001	-8.235000e-001
7.998082e-001	-8.250000e-001
7.988316e-001	-8.268750e-001
7.978550e-001	-8.287500e-001
7.968785e-001	-8.306250e-001
7.959019e-001	-8.325000e-001
7.949253e-001	-8.343750e-001
7.939487e-001	-8.358750e-001
7.929722e-001	-8.373750e-001
7.919956e-001	-8.392500e-001
7.910190e-001	-8.411250e-001
7.900425e-001	-8.433750e-001
7.890659e-001	-8.445000e-001
7.880893e-001	-8.456250e-001
7.871128e-001	-8.478750e-001
7.861362e-001	-8.493750e-001
7.851596e-001	-8.508750e-001
7.841830e-001	-8.531250e-001
7.832065e-001	-8.546250e-001
7.822299e-001	-8.557500e-001
7.812533e-001	-8.576250e-001
7.802768e-001	-8.595000e-001
7.793002e-001	-8.610000e-001
7.783236e-001	-8.625000e-001
7.773471e-001	-8.640000e-001
7.763705e-001	-8.655000e-001
7.753939e-001	-8.670000e-001
7.744173e-001	-8.688750e-001
7.734408e-001	-8.707500e-001
7.724642e-001	-8.722500e-001
7.714876e-001	-8.737500e-001
7.705111e-001	-8.748750e-001
7.695345e-001	-8.771250e-001
7.685579e-001	-8.793750e-001
7.675814e-001	-8.812500e-001
7.666048e-001	-8.827500e-001
7.656282e-001	-8.842500e-001
7.646516e-001	-8.857500e-001
7.636751e-001	-8.872500e-001
7.626985e-001	-8.887500e-001
7.617219e-001	-8.910000e-001
7.607454e-001	-8.921250e-001
7.597688e-001	-8.936250e-001
7.587922e-001	-8.955000e-001
7.578157e-001	-8.970000e-001
7.568391e-001	-8.988750e-001
7.558625e-001	-9.003750e-001
7.548859e-001	-9.022500e-001
7.539094e-001	-9.041250e-001
7.529328e-001	-9.052500e-001
7.519562e-001	-9.075000e-001
7.509797e-001	-9.090000e-001
7.500031e-001	-9.112500e-001
7.490265e-001	-9.123750e-001
7.480500e-001	-9.138750e-001
7.470734e-001	-9.161250e-001
7.460968e-001	-9.180000e-001
7.451202e-001	-9.195000e-001
7.441437e-001	-9.213750e-001
7.431671e-001	-9.228750e-001
7.421905e-001	-9.243750e-001
7.412140e-001	-9.262500e-001
7.402374e-001	-9.281250e-001
7.392608e-001	-9.296250e-001
7.382843e-001	-9.307500e-001
7.373077e-001	-9.326250e-001
7.363311e-001	-9.345000e-001
7.353545e-001	-9.360000e-001
7.343780e-001	-9.378750e-001
7.334014e-001	-9.393750e-001
7.324248e-001	-9.412500e-001
7.314483e-001	-9.423750e-001
7.304717e-001	-9.438750e-001
7.294951e-001	-9.457500e-001
7.285186e-001	-9.476250e-001
7.275420e-001	-9.487500e-001
7.265654e-001	-9.506250e-001
7.255888e-001	-9.517500e-001
7.246123e-001	-9.536250e-001
7.236357e-001	-9.562500e-001
7.226591e-001	-9.573750e-001
7.216826e-001	-9.588750e-001
7.207060e-001	-9.603750e-001
7.197294e-001	-9.622500e-001
7.187529e-001	-9.641250e-001
7.177763e-001	-9.660000e-001
7.167997e-001	-9.675000e-001
7.158231e-001	-9.690000e-001
7.148466e-001	-9.712500e-001
7.138700e-001	-9.731250e-001
7.128934e-001	-9.738750e-001
7.119169e-001	-9.761250e-001
7.109403e-001	-9.776250e-001
7.099637e-001	-9.787500e-001
7.089872e-001	-9.810000e-001
7.080106e-001	-9.825000e-001
7.070340e-001	-9.840000e-001
7.060574e-001	-9.855000e-001
7.050809e-001	-9.873750e-001
7.041043e-001	-9.892500e-001
7.031277e-001	-9.907500e-001
7.021512e-001	-9.926250e-001
7.011746e-001	-9.937500e-001
7.001980e-001	-9.952500e-001
6.992215e-001	-9.971250e-001
6.982449e-001	-9.986250e-001
6.972683e-001	-1.000125e+000
6.962917e-001	-1.002000e+000
6.953152e-001	-1.003125e+000
6.943386e-001	-1.005375e+000
6.933620e-001	-1.006875e+000
6.923855e-001	-1.008375e+000
6.914089e-001	-1.010250e+000
6.904323e-001	-1.011750e+000
6.894558e-001	-1.013625e+000
6.884792e-001	-1.015500e+000
6.875026e-001	-1.017375e+000
6.865261e-001	-1.018875e+000
6.855495e-001	-1.020750e+000
6.845729e-001	-1.022250e+000
6.835963e-001	-1.024125e+000
6.826198e-001	-1.025625e+000
6.816432e-001	-1.027125e+000
6.806666e-001	-1.028625e+000
6.796901e-001	-1.030125e+000
6.787135e-001	-1.032000e+000
6.777369e-001	-1.033875e+000
6.767604e-001	-1.035750e+000
6.757838e-001	-1.037625e+000
6.748072e-001	-1.038375e+000
6.738306e-001	-1.040625e+000
6.728541e-001	-1.042125e+000
6.718775e-001	-1.044000e+000
6.709009e-001	-1.045500e+000
6.699244e-001	-1.047000e+000
6.689478e-001	-1.048500e+000
6.679712e-001	-1.050375e+000
6.669947e-001	-1.051875e+000
6.660181e-001	-1.053750e+000
6.650415e-001	-1.054875e+000
6.640649e-001	-1.056750e+000
6.630884e-001	-1.058250e+000
6.621118e-001	-1.059750e+000
6.611352e-001	-1.062000e+000
6.601587e-001	-1.063125e+000
6.591821e-001	-1.064625e+000
6.582055e-001	-1.066500e+000
6.572290e-001	-1.069125e+000
6.562524e-001	-1.070625e+000
6.552758e-001	-1.071750e+000
6.542992e-001	-1.073625e+000
6.533227e-001	-1.074750e+000
6.523461e-001	-1.076250e+000
6.513695e-001	-1.078125e+000
6.503930e-001	-1.080375e+000
6.494164e-001	-1.081500e+000
6.484398e-001	-1.083000e+000
6.474633e-001	-1.084125e+000
6.464867e-001	-1.086750e+000
6.455101e-001	-1.087875e+000
6.445335e-001	-1.089000e+000
6.435570e-001	-1.091250e+000
6.425804e-001	-1.093125e+000
6.416038e-001	-1.095000e+000
6.406273e-001	-1.096875e+000
6.396507e-001	-1.098750e+000
6.386741e-001	-1.100250e+000
6.376976e-001	-1.101375e+000
6.367210e-001	-1.103625e+000
6.357444e-001	-1.105125e+000
6.347678e-001	-1.106250e+000
6.337913e-001	-1.108125e+000
6.328147e-001	-1.110000e+000
6.318381e-001	-1.111500e+000
6.308616e-001	-1.113000e+000
6.298850e-001	-1.114875e+000
6.289084e-001	-1.117125e+000
6.279319e-001	-1.117875e+000
6.269553e-001	-1.119750e+000
6.259787e-001	-1.121250e+000
6.250021e-001	-1.122750e+000
6.240256e-001	-1.124625e+000
6.230490e-001	-1.126125e+000
6.220724e-001	-1.127625e+000
6.210959e-001	-1.129500e+000
6.201193e-001	-1.131000e+000
6.191427e-001	-1.133250e+000
6.181662e-001	-1.134750e+000
6.171896e-001	-1.136250e+000
6.162130e-001	-1.137750e+000
6.152364e-001	-1.140000e+000
6.142599e-001	-1.140750e+000
6.132833e-001	-1.143375e+000
6.123067e-001	-1.144125e+000
6.113302e-001	-1.146375e+000
6.103536e-001	-1.147875e+000
6.093770e-001	-1.149000e+000
6.084005e-001	-1.150875e+000
6.074239e-001	-1.152750e+000
6.064473e-001	-1.153875e+000
6.054707e-001	-1.155750e+000
6.044942e-001	-1.157250e+000
6.035176e-001	-1.159125e+000
6.025410e-001	-1.160625e+000
6.015645e-001	-1.162125e+000
6.005879e-001	-1.164000e+000
5.996113e-001	-1.164750e+000
5.986348e-001	-1.166625e+000
5.976582e-001	-1.168125e+000
5.966816e-001	-1.169625e+000
5.957050e-001	-1.171500e+000
5.947285e-001	-1.173375e+000
5.937519e-001	-1.174875e+000
5.927753e-001	-1.176000e+000
5.917988e-001	-1.177875e+000
5.908222e-001	-1.179375e+000
5.898456e-001	-1.180875e+000
5.888691e-001	-1.182750e+000
5.878925e-001	-1.183875e+000
5.869159e-001	-1.185375e+000
5.859393e-001	-1.187250e+000
5.849628e-001	-1.188750e+000
5.839862e-001	-1.190625e+000
5.830096e-001	-1.192125e+000
5.820331e-001	-1.193250e+000
5.810565e-001	-1.194750e+000
5.800799e-001	-1.196250e+000
5.791034e-001	-1.198125e+000
5.781268e-001	-1.199625e+000
5.771502e-001	-1.201500e+000
5.761736e-001	-1.202625e+000
5.751971e-001	-1.204125e+000
5.742205e-001	-1.205625e+000
5.732439e-001	-1.207125e+000
5.722674e-001	-1.209375e+000
5.712908e-001	-1.210125e+000
5.703142e-001	-1.212375e+000
5.693377e-001	-1.213125e+000
5.683611e-001	-1.214625e+000
5.673845e-001	-1.216125e+000
5.664079e-001	-1.218000e+000
5.654314e-001	-1.219500e+000
5.644548e-001	-1.220625e+000
5.634782e-001	-1.222875e+000
5.625017e-001	-1.224375e+000
5.615251e-001	-1.225500e+000
5.605485e-001	-1.227375e+000
5.595720e-001	-1.229250e+000
5.585954e-001	-1.230750e+000
5.576188e-001	-1.232250e+000
5.566422e-001	-1.234125e+000
5.556657e-001	-1.235625e+000
5.546891e-001	-1.237125e+000
5.537125e-001	-1.238250e+000
5.527360e-001	-1.240125e+000
5.517594e-001	-1.241625e+000
5.507828e-001	-1.243125e+000
5.498063e-001	-1.245375e+000
5.488297e-001	-1.246500e+000
5.478531e-001	-1.248375e+000
5.468765e-001	-1.249500e+000
5.459000e-001	-1.251000e+000
5.449234e-001	-1.252875e+000
5.439468e-001	-1.254375e+000
5.429703e-001	-1.256250e+000
5.419937e-001	-1.257375e+000
5.410171e-001	-1.258875e+000
5.400406e-001	-1.260375e+000
5.390640e-001	-1.262250e+000
5.380874e-001	-1.263750e+000
5.371109e-001	-1.265625e+000
5.361343e-001	-1.266750e+000
5.351577e-001	-1.268250e+000
5.341811e-001	-1.269375e+000
5.332046e-001	-1.271250e+000
5.322280e-001	-1.272375e+000
5.312514e-001	-1.273875e+000
5.302749e-001	-1.275375e+000
5.292983e-001	-1.276500e+000
5.283217e-001	-1.278375e+000
5.273452e-001	-1.280250e+000
5.263686e-001	-1.281750e+000
5.253920e-001	-1.282875e+000
5.244154e-001	-1.284375e+000
5.234389e-001	-1.285875e+000
5.224623e-001	-1.287375e+000
5.214857e-001	-1.289250e+000
5.205092e-001	-1.290000e+000
5.195326e-001	-1.291500e+000
5.185560e-001	-1.293375e+000
5.175795e-001	-1.294500e+000
5.166029e-001	-1.296375e+000
5.156263e-001	-1.297875e+000
5.146497e-001	-1.298625e+000
5.136732e-001	-1.300125e+000
5.126966e-001	-1.301250e+000
5.117200e-001	-1.302750e+000
5.107435e-001	-1.304625e+000
5.097669e-001	-1.305750e+000
5.087903e-001	-1.306500e+000
5.078138e-001	-1.307250e+000
5.068372e-001	-1.308750e+000
5.058606e-001	-1.309875e+000
5.048840e-001	-1.311000e+000
5.039075e-001	-1.312500e+000
5.029309e-001	-1.313625e+000
5.019543e-001	-1.314750e+000
5.009778e-001	-1.316250e+000
5.000012e-001	-1.317750e+000
4.990246e-001	-1.319625e+000
4.980481e-001	-1.320750e+000
4.970715e-001	-1.321500e+000
4.960949e-001	-1.321500e+000
4.951183e-001	-1.323750e+000
4.941418e-001	-1.324125e+000
4.931652e-001	-1.324500e+000
4.921886e-001	-1.325625e+000
4.912121e-001	-1.326375e+000
4.902355e-001	-1.327500e+000
4.892589e-001	-1.329375e+000
4.882824e-001	-1.330125e+000
4.873058e-001	-1.330500e+000
4.863292e-001	-1.331625e+000
4.853526e-001	-1.332375e+000
4.843761e-001	-1.333125e+000
4.833995e-001	-1.334625e+000
4.824229e-001	-1.335000e+000
4.814464e-001	-1.335000e+000
4.804698e-001	-1.335750e+000
4.794932e-001	-1.335750e+000
4.785167e-001	-1.336125e+000
4.775401e-001	-1.336125e+000
4.765635e-001	-1.335750e+000
4.755869e-001	-1.334625e+000
4.746104e-001	-1.333500e+000
4.736338e-001	-1.331250e+000
4.726572e-001	-1.330875e+000
4.716807e-001	-1.329750e+000
4.707041e-001	-1.329375e+000
4.697275e-001	-1.328625e+000
4.687510e-001	-1.327500e+000
4.677744e-001	-1.327125e+000
4.667978e-001	-1.325250e+000
4.658212e-001	-1.325250e+000
4.648447e-001	-1.323750e+000
4.638681e-001	-1.321875e+000
4.628915e-001	-1.320000e+000
4.619150e-001	-1.313625e+000
4.609384e-001	-1.310250e+000
4.599618e-001	-1.307625e+000
4.589853e-001	-1.306125e+000
4.580087e-001	-1.306125e+000
4.570321e-001	-1.306125e+000
4.560555e-001	-1.305750e+000
4.550790e-001	-1.305750e+000
4.541024e-001	-1.303500e+000
4.531258e-001	-1.303125e+000
4.521493e-001	-1.302000e+000
4.511727e-001	-1.301625e+000
4.501961e-001	-1.302000e+000
4.492196e-001	-1.301625e+000
4.482430e-001	-1.300875e+000
4.472664e-001	-1.300125e+000
4.462898e-001	-1.299750e+000
4.453133e-001	-1.299375e+000
4.443367e-001	-1.299750e+000
4.433601e-001	-1.297500e+000
4.423836e-001	-1.292625e+000
4.414070e-001	-1.286625e+000
4.404304e-001	-1.284000e+000
4.394539e-001	-1.283250e+000
4.384773e-001	-1.283250e+000
4.375007e-001	-1.282875e+000
4.365241e-001	-1.281750e+000
4.355476e-001	-1.280625e+000
4.345710e-001	-1.279500e+000
4.335944e-001	-1.261875e+000
4.326179e-001	-1.254750e+000
4.316413e-001	-1.254750e+000
4.306647e-001	-1.254750e+000
4.296882e-001	-1.254750e+000
4.287116e-001	-1.255125e+000
4.277350e-001	-1.255125e+000
4.267584e-001	-1.254750e+000
4.257819e-001	-1.255125e+000
4.248053e-001	-1.255500e+000
4.238287e-001	-1.254750e+000
4.228522e-001	-1.255125e+000
4.218756e-001	-1.255875e+000
4.208990e-001	-1.255500e+000
4.199225e-001	-1.255875e+000
4.189459e-001	-1.255500e+000
4.179693e-001	-1.255875e+000
4.169927e-001	-1.256625e+000
4.160162e-001	-1.256625e+000
4.150396e-001	-1.256625e+000
4.140630e-001	-1.256625e+000
4.130865e-001	-1.257375e+000
4.121099e-001	-1.257000e+000
4.111333e-001	-1.256625e+000
4.101568e-001	-1.256250e+000
4.091802e-001	-1.257000e+000
4.082036e-001	-1.257000e+000
4.072270e-001	-1.257000e+000
4.062505e-001	-1.257000e+000
4.052739e-001	-1.257750e+000
4.042973e-001	-1.257750e+000
4.033208e-001	-1.258125e+000
4.023442e-001	-1.258125e+000
4.013676e-001	-1.258125e+000
4.003911e-001	-1.259250e+000
3.994145e-001	-1.259250e+000
3.984379e-001	-1.258875e+000
3.974613e-001	-1.258125e+000
3.964848e-001	-1.258125e+000
3.955082e-001	-1.258500e+000
3.945316e-001	-1.258875e+000
3.935551e-001	-1.259625e+000
3.925785e-001	-1.258875e+000
3.916019e-001	-1.259625e+000
3.906254e-001	-1.260000e+000
3.896488e-001	-1.260375e+000
3.886722e-001	-1.260375e+000
3.876956e-001	-1.255875e+000
3.867191e-001	-1.253625e+000
3.857425e-001	-1.254000e+000
3.847659e-001	-1.252875e+000
3.837894e-001	-1.252125e+000
3.828128e-001	-1.252500e+000
3.818362e-001	-1.252500e+000
3.808597e-001	-1.252500e+000
3.798831e-001	-1.252875e+000
3.789065e-001	-1.252500e+000
3.779300e-001	-1.252500e+000
3.769534e-001	-1.252500e+000
3.759768e-001	-1.252500e+000
3.750002e-001	-1.252125e+000
3.740237e-001	-1.252875e+000
3.730471e-001	-1.252875e+000
3.720705e-001	-1.252500e+000
3.710940e-001	-1.252875e+000
3.701174e-001	-1.252125e+000
3.691408e-001	-1.252500e+000
3.681643e-001	-1.252875e+000
3.671877e-001	-1.253250e+000
3.662111e-001	-1.252500e+000
3.652345e-001	-1.253250e+000
3.642580e-001	-1.252875e+000
3.632814e-001	-1.253250e+000
3.623048e-001	-1.252500e+000
3.613283e-001	-1.252500e+000
3.603517e-001	-1.252875e+000
3.593751e-001	-1.252875e+000
3.583986e-001	-1.253250e+000
3.574220e-001	-1.253250e+000
3.564454e-001	-1.252875e+000
3.554688e-001	-1.252875e+000
3.544923e-001	-1.252500e+000
3.535157e-001	-1.252875e+000
3.525391e-001	-1.252875e+000
3.515626e-001	-1.252500e+000
3.505860e-001	-1.252500e+000
3.496094e-001	-1.252875e+000
3.486329e-001	-1.252125e+000
3.476563e-001	-1.252500e+000
3.466797e-001	-1.252500e+000
3.457031e-001	-1.252500e+000
3.447266e-001	-1.252500e+000
3.437500e-001	-1.252500e+000
3.427734e-001	-1.252875e+000
3.417969e-001	-1.252875e+000
3.408203e-001	-1.252500e+000
3.398437e-001	-1.252875e+000
3.388672e-001	-1.252500e+000
3.378906e-001	-1.252875e+000
3.369140e-001	-1.252500e+000
3.359374e-001	-1.252875e+000
3.349609e-001	-1.252875e+000
3.339843e-001	-1.252500e+000
3.330077e-001	-1.252875e+000
3.320312e-001	-1.252875e+000
3.310546e-001	-1.253250e+000
3.300780e-001	-1.253250e+000
3.291015e-001	-1.252875e+000
3.281249e-001	-1.252875e+000
3.271483e-001	-1.252875e+000
3.261717e-001	-1.252875e+000
3.251952e-001	-1.253250e+000
3.242186e-001	-1.253625e+000
3.232420e-001	-1.253250e+000
3.222655e-001	-1.252500e+000
3.212889e-001	-1.252875e+000
3.203123e-001	-1.252500e+000
3.193358e-001	-1.252500e+000
3.183592e-001	-1.252500e+000
3.173826e-001	-1.252500e+000
3.164060e-001	-1.252500e+000
3.154295e-001	-1.252875e+000
3.144529e-001	-1.252500e+000
3.134763e-001	-1.252500e+000
3.124998e-001	-1.252500e+000
3.115232e-001	-1.252875e+000
3.105466e-001	-1.252500e+000
3.095701e-001	-1.252875e+000
3.085935e-001	-1.252875e+000
3.076169e-001	-1.253250e+000
3.066403e-001	-1.252875e+000
3.056638e-001	-1.253250e+000
3.046872e-001	-1.252875e+000
3.037106e-001	-1.252875e+000
3.027341e-001	-1.252875e+000
3.017575e-001	-1.252500e+000
3.007809e-001	-1.253250e+000
2.998044e-001	-1.253250e+000
2.988278e-001	-1.252875e+000
2.978512e-001	-1.253250e+000
2.968746e-001	-1.253250e+000
2.958981e-001	-1.253250e+000
2.949215e-001	-1.253625e+000
2.939449e-001	-1.253625e+000
2.929684e-001	-1.253250e+000
2.919918e-001	-1.253625e+000
2.910152e-001	-1.253625e+000
2.900387e-001	-1.253250e+000
2.890621e-001	-1.252875e+000
2.880855e-001	-1.252875e+000
2.871089e-001	-1.253250e+000
2.861324e-001	-1.253250e+000
2.851558e-001	-1.252875e+000
2.841792e-001	-1.252875e+000
2.832027e-001	-1.252875e+000
2.822261e-001	-1.252500e+000
2.812495e-001	-1.252875e+000
2.802730e-001	-1.252500e+000
2.792964e-001	-1.252500e+000
2.783198e-001	-1.252875e+000
2.773432e-001	-1.252875e+000
2.763667e-001	-1.252500e+000
2.753901e-001	-1.252875e+000
2.744135e-001	-1.252875e+000
2.734370e-001	-1.252875e+000
2.724604e-001	-1.252875e+000
2.714838e-001	-1.253250e+000
2.705073e-001	-1.252875e+000
2.695307e-001	-1.252875e+000
2.685541e-001	-1.252875e+000
2.675775e-001	-1.252875e+000
2.666010e-001	-1.252875e+000
2.656244e-001	-1.253250e+000
2.646478e-001	-1.253250e+000
2.636713e-001	-1.252875e+000
2.626947e-001	-1.252125e+000
2.617181e-001	-1.252125e+000
2.607416e-001	-1.252125e+000
2.597650e-001	-1.252125e+000
2.587884e-001	-1.252500e+000
2.578118e-001	-1.252500e+000
2.568353e-001	-1.252125e+000
2.558587e-001	-1.251750e+000
2.548821e-001	-1.252500e+000
2.539056e-001	-1.252500e+000
2.529290e-001	-1.252500e+000
2.519524e-001	-1.252500e+000
2.509759e-001	-1.251750e+000
2.499993e-001	-1.252125e+000
2.490227e-001	-1.252125e+000
2.480461e-001	-1.252125e+000
2.470696e-001	-1.252125e+000
2.460930e-001	-1.252500e+000
2.451164e-001	-1.252125e+000
2.441399e-001	-1.252125e+000
2.431633e-001	-1.252500e+000
2.421867e-001	-1.252125e+000
2.412102e-001	-1.252500e+000
2.402336e-001	-1.252125e+000
2.392570e-001	-1.252125e+000
2.382805e-001	-1.252500e+000
2.373039e-001	-1.252125e+000
2.363274e-001	-1.252125e+000
2.353508e-001	-1.252125e+000
2.343742e-001	-1.252125e+000
2.333977e-001	-1.252500e+000
2.324211e-001	-1.252500e+000
2.314446e-001	-1.252500e+000
2.304680e-001	-1.252125e+000
2.294915e-001	-1.252125e+000
2.285149e-001	-1.252125e+000
2.275384e-001	-1.252125e+000
2.265618e-001	-1.252500e+000
2.255852e-001	-1.252500e+000
2.246087e-001	-1.252125e+000
2.236321e-001	-1.252500e+000
2.226556e-001	-1.252125e+000
2.216790e-001	-1.252125e+000
2.207025e-001	-1.252125e+000
2.197259e-001	-1.251375e+000
2.187493e-001	-1.251750e+000
2.177728e-001	-1.251375e+000
2.167962e-001	-1.251375e+000
2.158197e-001	-1.251750e+000
2.148431e-001	-1.251375e+000
2.138666e-001	-1.251000e+000
2.128900e-001	-1.251375e+000
2.119135e-001	-1.251375e+000
2.109369e-001	-1.251375e+000
2.099603e-001	-1.251375e+000
2.089838e-001	-1.251375e+000
2.080072e-001	-1.251375e+000
2.070307e-001	-1.251000e+000
2.060541e-001	-1.251375e+000
2.050776e-001	-1.251375e+000
2.041010e-001	-1.251375e+000
2.031245e-001	-1.251375e+000
2.021479e-001	-1.251375e+000
2.011713e-001	-1.251375e+000
2.001948e-001	-1.250625e+000
1.992182e-001	-1.251375e+000
1.982417e-001	-1.251375e+000
