    nm         	mV
1.152343e+001	-6.997500e+002
1.142577e+001	-6.997500e+002
1.132812e+001	-6.997500e+002
1.123046e+001	-7.001250e+002
1.113280e+001	-7.001250e+002
1.103515e+001	-7.001250e+002
1.093749e+001	-7.001250e+002
1.083984e+001	-7.001250e+002
1.074218e+001	-6.997500e+002
1.064452e+001	-7.001250e+002
1.054687e+001	-7.001250e+002
1.044921e+001	-7.001250e+002
1.035156e+001	-7.005000e+002
1.025390e+001	-7.001250e+002
1.015624e+001	-7.005000e+002
1.005859e+001	-7.001250e+002
9.960931e+000	-7.001250e+002
9.863275e+000	-7.001250e+002
9.765619e+000	-7.005000e+002
9.667962e+000	-7.001250e+002
9.570306e+000	-7.005000e+002
9.472650e+000	-7.005000e+002
9.374994e+000	-7.005000e+002
9.277338e+000	-7.005000e+002
9.179682e+000	-7.008750e+002
9.082026e+000	-7.005000e+002
8.984370e+000	-7.005000e+002
8.886714e+000	-7.008750e+002
8.789057e+000	-7.005000e+002
8.691401e+000	-7.005000e+002
8.593745e+000	-7.005000e+002
8.496089e+000	-7.008750e+002
8.398433e+000	-7.005000e+002
8.300777e+000	-7.008750e+002
8.203121e+000	-7.008750e+002
8.105465e+000	-7.012500e+002
8.007809e+000	-7.012500e+002
7.910153e+000	-7.008750e+002
7.812496e+000	-7.008750e+002
7.714840e+000	-7.012500e+002
7.617184e+000	-7.008750e+002
7.519528e+000	-7.008750e+002
7.421872e+000	-7.008750e+002
7.324216e+000	-7.008750e+002
7.226560e+000	-7.012500e+002
7.128904e+000	-7.012500e+002
7.031248e+000	-7.012500e+002
6.933591e+000	-7.012500e+002
6.835935e+000	-7.012500e+002
6.738279e+000	-7.012500e+002
6.640623e+000	-7.012500e+002
6.542967e+000	-7.012500e+002
6.445311e+000	-7.016250e+002
6.347655e+000	-7.012500e+002
6.249999e+000	-7.012500e+002
6.152343e+000	-7.012500e+002
6.054687e+000	-7.012500e+002
5.957030e+000	-7.016250e+002
5.859374e+000	-7.016250e+002
5.761718e+000	-7.016250e+002
5.664062e+000	-7.016250e+002
5.566406e+000	-7.016250e+002
5.468750e+000	-7.016250e+002
5.371094e+000	-7.016250e+002
5.273438e+000	-7.020000e+002
5.175782e+000	-7.020000e+002
5.078125e+000	-7.016250e+002
4.980469e+000	-7.016250e+002
4.882813e+000	-7.016250e+002
4.785157e+000	-7.016250e+002
4.687501e+000	-7.020000e+002
4.589845e+000	-7.020000e+002
4.492189e+000	-7.020000e+002
4.394533e+000	-7.016250e+002
4.296877e+000	-7.020000e+002
4.199221e+000	-7.016250e+002
4.101564e+000	-7.016250e+002
4.003908e+000	-7.020000e+002
3.906252e+000	-7.016250e+002
3.808596e+000	-7.020000e+002
3.710940e+000	-7.020000e+002
3.613283e+000	-7.020000e+002
3.515627e+000	-7.023750e+002
3.417971e+000	-7.023750e+002
3.320314e+000	-7.020000e+002
3.222658e+000	-7.023750e+002
3.125002e+000	-7.023750e+002
3.027345e+000	-7.027500e+002
2.929689e+000	-7.023750e+002
2.832033e+000	-7.020000e+002
2.734377e+000	-7.027500e+002
2.636720e+000	-7.023750e+002
2.539064e+000	-7.023750e+002
2.441408e+000	-7.027500e+002
2.343751e+000	-7.023750e+002
2.246095e+000	-7.027500e+002
2.148439e+000	-7.023750e+002
2.050782e+000	-7.027500e+002
1.953126e+000	-7.027500e+002
1.855470e+000	-7.023750e+002
1.757813e+000	-7.027500e+002
1.660157e+000	-7.023750e+002
1.562501e+000	-7.023750e+002
1.464845e+000	-7.027500e+002
1.367189e+000	-7.027500e+002
1.269532e+000	-7.027500e+002
1.171876e+000	-7.027500e+002
1.074220e+000	-7.027500e+002
9.765637e-001	-7.027500e+002
8.789075e-001	-7.027500e+002
7.812513e-001	-7.027500e+002
6.835951e-001	-7.027500e+002
5.859389e-001	-7.031250e+002
4.882826e-001	-7.027500e+002
3.906264e-001	-7.027500e+002
2.929701e-001	-7.035000e+002
1.953139e-001	-7.031250e+002
9.765766e-002	-7.031250e+002
1.415534e-006	-7.027500e+002
-9.765483e-002	-7.027500e+002
-1.953111e-001	-7.031250e+002
-2.929673e-001	-7.031250e+002
-3.906236e-001	-7.031250e+002
-4.882798e-001	-7.031250e+002
-5.859361e-001	-7.031250e+002
-6.835923e-001	-7.031250e+002
-7.812485e-001	-7.035000e+002
-8.789047e-001	-7.035000e+002
-9.765609e-001	-7.038750e+002
-1.074217e+000	-7.035000e+002
-1.171873e+000	-7.035000e+002
-1.269530e+000	-7.035000e+002
-1.367186e+000	-7.035000e+002
-1.464842e+000	-7.035000e+002
-1.562498e+000	-7.035000e+002
-1.660154e+000	-7.035000e+002
-1.757811e+000	-7.035000e+002
-1.855467e+000	-7.035000e+002
-1.953123e+000	-7.035000e+002
-2.050780e+000	-7.038750e+002
-2.148436e+000	-7.035000e+002
-2.246092e+000	-7.038750e+002
-2.343749e+000	-7.038750e+002
-2.441405e+000	-7.038750e+002
-2.539061e+000	-7.038750e+002
-2.636718e+000	-7.038750e+002
-2.734374e+000	-7.038750e+002
-2.832030e+000	-7.038750e+002
-2.929686e+000	-7.038750e+002
-3.027343e+000	-7.042500e+002
-3.124999e+000	-7.038750e+002
-3.222655e+000	-7.038750e+002
-3.320312e+000	-7.042500e+002
-3.417968e+000	-7.042500e+002
-3.515624e+000	-7.042500e+002
-3.613281e+000	-7.042500e+002
-3.710937e+000	-7.046250e+002
-3.808593e+000	-7.042500e+002
-3.906250e+000	-7.038750e+002
-4.003906e+000	-7.042500e+002
-4.101562e+000	-7.046250e+002
-4.199218e+000	-7.042500e+002
-4.296874e+000	-7.042500e+002
-4.394530e+000	-7.042500e+002
-4.492186e+000	-7.046250e+002
-4.589842e+000	-7.046250e+002
-4.687498e+000	-7.046250e+002
-4.785154e+000	-7.046250e+002
-4.882811e+000	-7.046250e+002
-4.980467e+000	-7.046250e+002
-5.078123e+000	-7.053750e+002
-5.175779e+000	-7.050000e+002
-5.273435e+000	-7.046250e+002
-5.371091e+000	-7.050000e+002
-5.468747e+000	-7.050000e+002
-5.566403e+000	-7.050000e+002
-5.664059e+000	-7.050000e+002
-5.761716e+000	-7.050000e+002
-5.859372e+000	-7.053750e+002
-5.957028e+000	-7.053750e+002
-6.054684e+000	-7.053750e+002
-6.152340e+000	-7.050000e+002
-6.249996e+000	-7.053750e+002
-6.347652e+000	-7.053750e+002
-6.445308e+000	-7.053750e+002
-6.542964e+000	-7.057500e+002
-6.640620e+000	-7.053750e+002
-6.738277e+000	-7.050000e+002
-6.835933e+000	-7.053750e+002
-6.933589e+000	-7.053750e+002
-7.031245e+000	-7.057500e+002
-7.128901e+000	-7.053750e+002
-7.226557e+000	-7.057500e+002
-7.324213e+000	-7.057500e+002
-7.421869e+000	-7.057500e+002
-7.519525e+000	-7.057500e+002
-7.617182e+000	-7.057500e+002
-7.714838e+000	-7.061250e+002
-7.812494e+000	-7.061250e+002
-7.910150e+000	-7.061250e+002
-8.007806e+000	-7.061250e+002
-8.105462e+000	-7.061250e+002
-8.203118e+000	-7.065000e+002
