    nm         	mV
3.291028e+002	2.002500e+002
3.286145e+002	1.998750e+002
3.281262e+002	1.991250e+002
3.276379e+002	1.987500e+002
3.271496e+002	1.983750e+002
3.266613e+002	1.976250e+002
3.261731e+002	1.965000e+002
3.256848e+002	1.965000e+002
3.251965e+002	1.965000e+002
3.247082e+002	1.957500e+002
3.242199e+002	1.950000e+002
3.237316e+002	1.950000e+002
3.232433e+002	1.942500e+002
3.227551e+002	1.935000e+002
3.222668e+002	1.935000e+002
3.217785e+002	1.931250e+002
3.212902e+002	1.920000e+002
3.208019e+002	1.916250e+002
3.203136e+002	1.916250e+002
3.198253e+002	1.905000e+002
3.193371e+002	1.901250e+002
3.188488e+002	1.897500e+002
3.183605e+002	1.890000e+002
3.178722e+002	1.886250e+002
3.173839e+002	1.878750e+002
3.168956e+002	1.878750e+002
3.164074e+002	1.867500e+002
3.159191e+002	1.867500e+002
3.154308e+002	1.856250e+002
3.149425e+002	1.852500e+002
3.144542e+002	1.848750e+002
3.139659e+002	1.845000e+002
3.134776e+002	1.841250e+002
3.129894e+002	1.833750e+002
3.125011e+002	1.826250e+002
3.120128e+002	1.826250e+002
3.115245e+002	1.822500e+002
3.110362e+002	1.811250e+002
3.105479e+002	1.807500e+002
3.100596e+002	1.803750e+002
3.095714e+002	1.796250e+002
3.090831e+002	1.792500e+002
3.085948e+002	1.788750e+002
3.081065e+002	1.785000e+002
3.076182e+002	1.773750e+002
3.071299e+002	1.770000e+002
3.066417e+002	1.770000e+002
3.061534e+002	1.766250e+002
3.056651e+002	1.758750e+002
3.051768e+002	1.755000e+002
3.046885e+002	1.747500e+002
3.042002e+002	1.747500e+002
3.037119e+002	1.732500e+002
3.032237e+002	1.732500e+002
3.027354e+002	1.725000e+002
3.022471e+002	1.725000e+002
3.017588e+002	1.713750e+002
3.012705e+002	1.710000e+002
3.007822e+002	1.706250e+002
3.002939e+002	1.706250e+002
2.998057e+002	1.698750e+002
2.993174e+002	1.691250e+002
2.988291e+002	1.680000e+002
2.983408e+002	1.680000e+002
2.978525e+002	1.672500e+002
2.973642e+002	1.665000e+002
2.968760e+002	1.665000e+002
2.963877e+002	1.657500e+002
2.958994e+002	1.650000e+002
2.954111e+002	1.646250e+002
2.949228e+002	1.638750e+002
2.944345e+002	1.638750e+002
2.939462e+002	1.635000e+002
2.934580e+002	1.623750e+002
2.929697e+002	1.616250e+002
2.924814e+002	1.616250e+002
2.919931e+002	1.608750e+002
2.915048e+002	1.601250e+002
2.910165e+002	1.601250e+002
2.905282e+002	1.597500e+002
2.900400e+002	1.586250e+002
2.895517e+002	1.582500e+002
2.890634e+002	1.578750e+002
2.885751e+002	1.575000e+002
2.880868e+002	1.567500e+002
2.875985e+002	1.563750e+002
2.871103e+002	1.556250e+002
2.866220e+002	1.548750e+002
2.861337e+002	1.545000e+002
2.856454e+002	1.541250e+002
2.851571e+002	1.530000e+002
2.846688e+002	1.526250e+002
2.841805e+002	1.526250e+002
2.836923e+002	1.522500e+002
2.832040e+002	1.511250e+002
2.827157e+002	1.503750e+002
2.822274e+002	1.500000e+002
2.817391e+002	1.496250e+002
2.812508e+002	1.485000e+002
2.807625e+002	1.481250e+002
2.802743e+002	1.485000e+002
2.797860e+002	1.473750e+002
2.792977e+002	1.466250e+002
2.788094e+002	1.462500e+002
2.783211e+002	1.458750e+002
2.778328e+002	1.455000e+002
2.773446e+002	1.443750e+002
2.768563e+002	1.440000e+002
2.763680e+002	1.432500e+002
2.758797e+002	1.432500e+002
2.753914e+002	1.425000e+002
2.749031e+002	1.417500e+002
2.744148e+002	1.417500e+002
2.739266e+002	1.410000e+002
2.734383e+002	1.398750e+002
2.729500e+002	1.395000e+002
2.724617e+002	1.395000e+002
2.719734e+002	1.383750e+002
2.714851e+002	1.380000e+002
2.709968e+002	1.376250e+002
2.705086e+002	1.368750e+002
2.700203e+002	1.365000e+002
2.695320e+002	1.357500e+002
2.690437e+002	1.353750e+002
2.685554e+002	1.346250e+002
2.680671e+002	1.342500e+002
2.675789e+002	1.335000e+002
2.670906e+002	1.327500e+002
2.666023e+002	1.323750e+002
2.661140e+002	1.316250e+002
2.656257e+002	1.316250e+002
2.651374e+002	1.308750e+002
2.646491e+002	1.301250e+002
2.641609e+002	1.297500e+002
2.636726e+002	1.293750e+002
2.631843e+002	1.286250e+002
2.626960e+002	1.278750e+002
2.622077e+002	1.278750e+002
2.617194e+002	1.271250e+002
2.612312e+002	1.263750e+002
2.607429e+002	1.260000e+002
2.602546e+002	1.252500e+002
2.597663e+002	1.245000e+002
2.592780e+002	1.237500e+002
2.587897e+002	1.237500e+002
2.583014e+002	1.230000e+002
2.578132e+002	1.222500e+002
2.573249e+002	1.218750e+002
2.568366e+002	1.215000e+002
2.563483e+002	1.207500e+002
2.558600e+002	1.196250e+002
2.553717e+002	1.196250e+002
2.548834e+002	1.192500e+002
2.543952e+002	1.181250e+002
2.539069e+002	1.173750e+002
2.534186e+002	1.170000e+002
2.529303e+002	1.166250e+002
2.524420e+002	1.162500e+002
2.519537e+002	1.155000e+002
2.514655e+002	1.151250e+002
2.509772e+002	1.143750e+002
2.504889e+002	1.136250e+002
2.500006e+002	1.132500e+002
2.495123e+002	1.121250e+002
2.490240e+002	1.117500e+002
2.485357e+002	1.113750e+002
2.480475e+002	1.110000e+002
2.475592e+002	1.102500e+002
2.470709e+002	1.091250e+002
2.465826e+002	1.091250e+002
2.460943e+002	1.087500e+002
2.456060e+002	1.076250e+002
2.451177e+002	1.072500e+002
2.446295e+002	1.068750e+002
2.441412e+002	1.065000e+002
2.436529e+002	1.053750e+002
2.431646e+002	1.050000e+002
2.426763e+002	1.046250e+002
2.421880e+002	1.042500e+002
2.416998e+002	1.027500e+002
2.412115e+002	1.027500e+002
2.407232e+002	1.020000e+002
2.402349e+002	1.016250e+002
2.397466e+002	1.008750e+002
2.392583e+002	1.005000e+002
2.387700e+002	9.975000e+001
2.382818e+002	9.937500e+001
2.377935e+002	9.862500e+001
2.373052e+002	9.787500e+001
2.368169e+002	9.787500e+001
2.363286e+002	9.712500e+001
2.358403e+002	9.600000e+001
2.353520e+002	9.600000e+001
2.348638e+002	9.562500e+001
2.343755e+002	9.412500e+001
2.338872e+002	9.375000e+001
2.333989e+002	9.375000e+001
2.329106e+002	9.225000e+001
2.324223e+002	9.225000e+001
2.319341e+002	9.187500e+001
2.314458e+002	9.112500e+001
2.309575e+002	9.037500e+001
2.304692e+002	8.962500e+001
2.299809e+002	8.887500e+001
2.294926e+002	8.887500e+001
2.290043e+002	8.812500e+001
2.285161e+002	8.737500e+001
2.280278e+002	8.700000e+001
2.275395e+002	8.625000e+001
2.270512e+002	8.550000e+001
2.265629e+002	8.437500e+001
2.260746e+002	8.437500e+001
2.255863e+002	8.362500e+001
2.250981e+002	8.287500e+001
2.246098e+002	8.212500e+001
2.241215e+002	8.175000e+001
2.236332e+002	8.175000e+001
2.231449e+002	8.100000e+001
2.226566e+002	8.025000e+001
2.221684e+002	7.912500e+001
2.216801e+002	7.875000e+001
2.211918e+002	7.837500e+001
2.207035e+002	7.762500e+001
2.202152e+002	7.687500e+001
2.197269e+002	7.612500e+001
2.192386e+002	7.500000e+001
2.187504e+002	7.500000e+001
2.182621e+002	7.462500e+001
2.177738e+002	7.312500e+001
2.172855e+002	7.312500e+001
2.167972e+002	7.275000e+001
2.163089e+002	7.125000e+001
2.158206e+002	7.050000e+001
2.153324e+002	7.087500e+001
2.148441e+002	7.012500e+001
2.143558e+002	6.975000e+001
2.138675e+002	6.862500e+001
2.133792e+002	6.787500e+001
2.128909e+002	6.750000e+001
2.124027e+002	6.712500e+001
2.119144e+002	6.600000e+001
2.114261e+002	6.525000e+001
2.109378e+002	6.525000e+001
2.104495e+002	6.412500e+001
2.099612e+002	6.300000e+001
2.094729e+002	6.375000e+001
2.089847e+002	6.300000e+001
2.084964e+002	6.187500e+001
2.080081e+002	6.150000e+001
2.075198e+002	6.075000e+001
2.070315e+002	6.037500e+001
2.065432e+002	5.925000e+001
2.060549e+002	5.887500e+001
2.055667e+002	5.812500e+001
2.050784e+002	5.775000e+001
2.045901e+002	5.662500e+001
2.041018e+002	5.625000e+001
2.036135e+002	5.625000e+001
2.031252e+002	5.512500e+001
2.026370e+002	5.437500e+001
2.021487e+002	5.400000e+001
2.016604e+002	5.325000e+001
2.011721e+002	5.250000e+001
2.006838e+002	5.212500e+001
2.001955e+002	5.137500e+001
1.997072e+002	5.100000e+001
1.992190e+002	5.025000e+001
1.987307e+002	4.912500e+001
1.982424e+002	4.875000e+001
1.977541e+002	4.837500e+001
1.972658e+002	4.762500e+001
1.967775e+002	4.687500e+001
1.962892e+002	4.612500e+001
1.958010e+002	4.537500e+001
1.953127e+002	4.500000e+001
1.948244e+002	4.425000e+001
1.943361e+002	4.387500e+001
1.938478e+002	4.312500e+001
1.933595e+002	4.237500e+001
1.928713e+002	4.200000e+001
1.923830e+002	4.125000e+001
1.918947e+002	4.087500e+001
1.914064e+002	4.012500e+001
1.909181e+002	3.937500e+001
1.904298e+002	3.862500e+001
1.899415e+002	3.825000e+001
1.894533e+002	3.750000e+001
1.889650e+002	3.675000e+001
1.884767e+002	3.600000e+001
1.879884e+002	3.562500e+001
1.875001e+002	3.487500e+001
1.870118e+002	3.412500e+001
1.865236e+002	3.337500e+001
1.860353e+002	3.262500e+001
1.855470e+002	3.262500e+001
1.850587e+002	3.150000e+001
1.845704e+002	3.075000e+001
1.840821e+002	3.000000e+001
1.835938e+002	2.962500e+001
1.831056e+002	2.887500e+001
1.826173e+002	2.850000e+001
1.821290e+002	2.737500e+001
1.816407e+002	2.700000e+001
1.811524e+002	2.625000e+001
1.806641e+002	2.550000e+001
1.801758e+002	2.512500e+001
1.796876e+002	2.475000e+001
1.791993e+002	2.325000e+001
1.787110e+002	2.287500e+001
1.782227e+002	2.212500e+001
1.777344e+002	2.100000e+001
1.772461e+002	2.100000e+001
1.767579e+002	2.062500e+001
1.762696e+002	1.950000e+001
1.757813e+002	1.912500e+001
1.752930e+002	1.837500e+001
1.748047e+002	1.725000e+001
1.743164e+002	1.687500e+001
1.738281e+002	1.650000e+001
1.733399e+002	1.612500e+001
1.728516e+002	1.500000e+001
1.723633e+002	1.425000e+001
1.718750e+002	1.312500e+001
1.713867e+002	1.312500e+001
1.708984e+002	1.200000e+001
1.704101e+002	1.125000e+001
1.699219e+002	1.087500e+001
1.694336e+002	1.050000e+001
1.689453e+002	9.000000e+000
1.684570e+002	8.625000e+000
1.679687e+002	8.625000e+000
1.674804e+002	7.500000e+000
1.669922e+002	6.375000e+000
1.665039e+002	6.000000e+000
1.660156e+002	5.625000e+000
1.655273e+002	4.875000e+000
1.650390e+002	3.750000e+000
1.645507e+002	4.125000e+000
1.640624e+002	3.000000e+000
1.635742e+002	2.250000e+000
1.630859e+002	1.125000e+000
1.625976e+002	1.125000e+000
1.621093e+002	0.000000e+000
1.616210e+002	-3.750000e-001
1.611327e+002	-1.125000e+000
1.606444e+002	-1.875000e+000
1.601562e+002	-2.625000e+000
1.596679e+002	-3.375000e+000
1.591796e+002	-3.750000e+000
1.586913e+002	-4.500000e+000
1.582030e+002	-4.875000e+000
1.577147e+002	-5.625000e+000
1.572265e+002	-6.750000e+000
1.567382e+002	-7.500000e+000
1.562499e+002	-7.875000e+000
1.557616e+002	-8.625000e+000
1.552733e+002	-9.375000e+000
1.547850e+002	-1.012500e+001
1.542967e+002	-1.087500e+001
1.538085e+002	-1.162500e+001
1.533202e+002	-1.237500e+001
1.528319e+002	-1.312500e+001
1.523436e+002	-1.387500e+001
1.518553e+002	-1.387500e+001
1.513670e+002	-1.500000e+001
1.508787e+002	-1.612500e+001
1.503905e+002	-1.650000e+001
1.499022e+002	-1.725000e+001
1.494139e+002	-1.762500e+001
1.489256e+002	-1.837500e+001
1.484373e+002	-1.912500e+001
1.479490e+002	-2.025000e+001
1.474608e+002	-2.062500e+001
1.469725e+002	-2.175000e+001
1.464842e+002	-2.250000e+001
1.459959e+002	-2.287500e+001
1.455076e+002	-2.325000e+001
1.450193e+002	-2.400000e+001
1.445310e+002	-2.475000e+001
1.440428e+002	-2.587500e+001
1.435545e+002	-2.662500e+001
1.430662e+002	-2.662500e+001
1.425779e+002	-2.737500e+001
1.420896e+002	-2.812500e+001
1.416013e+002	-2.925000e+001
1.411130e+002	-3.000000e+001
1.406248e+002	-3.037500e+001
1.401365e+002	-3.112500e+001
1.396482e+002	-3.225000e+001
1.391599e+002	-3.225000e+001
1.386716e+002	-3.300000e+001
1.381833e+002	-3.450000e+001
1.376951e+002	-3.525000e+001
1.372068e+002	-3.487500e+001
1.367185e+002	-3.600000e+001
1.362302e+002	-3.712500e+001
1.357419e+002	-3.750000e+001
1.352536e+002	-3.862500e+001
1.347653e+002	-3.900000e+001
1.342771e+002	-3.975000e+001
1.337888e+002	-4.050000e+001
1.333005e+002	-4.125000e+001
1.328122e+002	-4.200000e+001
1.323239e+002	-4.312500e+001
1.318356e+002	-4.350000e+001
1.313473e+002	-4.425000e+001
1.308591e+002	-4.500000e+001
1.303708e+002	-4.612500e+001
1.298825e+002	-4.650000e+001
1.293942e+002	-4.725000e+001
1.289059e+002	-4.800000e+001
1.284176e+002	-4.800000e+001
1.279294e+002	-4.875000e+001
1.274411e+002	-5.025000e+001
1.269528e+002	-5.062500e+001
1.264645e+002	-5.100000e+001
1.259762e+002	-5.212500e+001
1.254879e+002	-5.325000e+001
1.249996e+002	-5.325000e+001
1.245114e+002	-5.400000e+001
1.240231e+002	-5.512500e+001
1.235348e+002	-5.587500e+001
1.230465e+002	-5.587500e+001
1.225582e+002	-5.662500e+001
1.220699e+002	-5.775000e+001
1.215816e+002	-5.850000e+001
1.210934e+002	-5.887500e+001
1.206051e+002	-6.000000e+001
1.201168e+002	-6.075000e+001
1.196285e+002	-6.150000e+001
1.191402e+002	-6.187500e+001
1.186520e+002	-6.262500e+001
1.181637e+002	-6.337500e+001
1.176754e+002	-6.337500e+001
1.171871e+002	-6.450000e+001
1.166988e+002	-6.525000e+001
1.162106e+002	-6.600000e+001
1.157223e+002	-6.675000e+001
1.152340e+002	-6.712500e+001
1.147457e+002	-6.825000e+001
1.142575e+002	-6.937500e+001
1.137692e+002	-7.012500e+001
1.132809e+002	-7.050000e+001
1.127926e+002	-7.125000e+001
1.123043e+002	-7.200000e+001
1.118161e+002	-7.275000e+001
1.113278e+002	-7.312500e+001
1.108395e+002	-7.462500e+001
1.103512e+002	-7.537500e+001
1.098630e+002	-7.575000e+001
1.093747e+002	-7.650000e+001
1.088864e+002	-7.725000e+001
1.083981e+002	-7.837500e+001
1.079098e+002	-7.875000e+001
1.074216e+002	-7.912500e+001
1.069333e+002	-8.025000e+001
1.064450e+002	-8.100000e+001
1.059567e+002	-8.100000e+001
1.054685e+002	-8.250000e+001
1.049802e+002	-8.287500e+001
1.044919e+002	-8.362500e+001
1.040036e+002	-8.437500e+001
1.035153e+002	-8.512500e+001
1.030271e+002	-8.512500e+001
1.025388e+002	-8.662500e+001
1.020505e+002	-8.775000e+001
1.015622e+002	-8.812500e+001
1.010740e+002	-8.850000e+001
1.005857e+002	-9.000000e+001
1.000974e+002	-9.000000e+001
9.960912e+001	-9.112500e+001
9.912084e+001	-9.225000e+001
9.863256e+001	-9.225000e+001
9.814428e+001	-9.375000e+001
9.765601e+001	-9.450000e+001
9.716773e+001	-9.487500e+001
9.667945e+001	-9.562500e+001
9.619117e+001	-9.675000e+001
9.570289e+001	-9.675000e+001
9.521462e+001	-9.750000e+001
9.472634e+001	-9.900000e+001
9.423806e+001	-9.937500e+001
9.374978e+001	-1.001250e+002
9.326151e+001	-1.008750e+002
9.277323e+001	-1.016250e+002
9.228495e+001	-1.020000e+002
9.179667e+001	-1.031250e+002
9.130839e+001	-1.038750e+002
9.082012e+001	-1.046250e+002
9.033184e+001	-1.053750e+002
8.984356e+001	-1.057500e+002
8.935528e+001	-1.072500e+002
8.886700e+001	-1.072500e+002
8.837873e+001	-1.080000e+002
8.789045e+001	-1.091250e+002
8.740217e+001	-1.095000e+002
8.691389e+001	-1.102500e+002
8.642562e+001	-1.113750e+002
8.593734e+001	-1.121250e+002
8.544906e+001	-1.125000e+002
8.496078e+001	-1.132500e+002
8.447250e+001	-1.140000e+002
8.398423e+001	-1.151250e+002
8.349595e+001	-1.155000e+002
8.300767e+001	-1.162500e+002
8.251939e+001	-1.173750e+002
8.203111e+001	-1.181250e+002
8.154284e+001	-1.188750e+002
8.105456e+001	-1.196250e+002
8.056628e+001	-1.203750e+002
8.007800e+001	-1.211250e+002
7.958973e+001	-1.218750e+002
7.910145e+001	-1.226250e+002
7.861317e+001	-1.233750e+002
7.812489e+001	-1.245000e+002
7.763661e+001	-1.248750e+002
7.714834e+001	-1.260000e+002
7.666006e+001	-1.267500e+002
7.617178e+001	-1.271250e+002
7.568350e+001	-1.278750e+002
7.519522e+001	-1.286250e+002
7.470695e+001	-1.290000e+002
7.421867e+001	-1.301250e+002
7.373039e+001	-1.312500e+002
7.324211e+001	-1.312500e+002
7.275383e+001	-1.323750e+002
7.226556e+001	-1.331250e+002
7.177728e+001	-1.335000e+002
7.128900e+001	-1.346250e+002
7.080072e+001	-1.353750e+002
7.031245e+001	-1.357500e+002
6.982417e+001	-1.368750e+002
6.933589e+001	-1.376250e+002
6.884761e+001	-1.380000e+002
6.835933e+001	-1.391250e+002
6.787106e+001	-1.398750e+002
6.738278e+001	-1.398750e+002
6.689450e+001	-1.410000e+002
6.640622e+001	-1.421250e+002
6.591794e+001	-1.417500e+002
6.542967e+001	-1.428750e+002
6.494139e+001	-1.443750e+002
6.445311e+001	-1.447500e+002
6.396483e+001	-1.451250e+002
6.347656e+001	-1.462500e+002
6.298828e+001	-1.470000e+002
6.250000e+001	-1.477500e+002
6.201172e+001	-1.481250e+002
6.152344e+001	-1.485000e+002
6.103517e+001	-1.496250e+002
6.054689e+001	-1.503750e+002
6.005861e+001	-1.503750e+002
5.957033e+001	-1.515000e+002
5.908205e+001	-1.526250e+002
5.859377e+001	-1.530000e+002
5.810548e+001	-1.533750e+002
5.761720e+001	-1.545000e+002
5.712892e+001	-1.552500e+002
5.664064e+001	-1.552500e+002
5.615236e+001	-1.567500e+002
5.566408e+001	-1.575000e+002
5.517580e+001	-1.575000e+002
5.468751e+001	-1.586250e+002
5.419923e+001	-1.597500e+002
5.371095e+001	-1.601250e+002
5.322267e+001	-1.605000e+002
5.273439e+001	-1.616250e+002
5.224611e+001	-1.623750e+002
5.175783e+001	-1.623750e+002
5.126955e+001	-1.638750e+002
5.078126e+001	-1.646250e+002
5.029298e+001	-1.653750e+002
4.980470e+001	-1.657500e+002
4.931642e+001	-1.665000e+002
4.882814e+001	-1.672500e+002
4.833986e+001	-1.676250e+002
4.785158e+001	-1.683750e+002
4.736329e+001	-1.695000e+002
4.687501e+001	-1.698750e+002
4.638673e+001	-1.702500e+002
4.589845e+001	-1.713750e+002
4.541017e+001	-1.725000e+002
4.492189e+001	-1.728750e+002
4.443361e+001	-1.732500e+002
4.394532e+001	-1.740000e+002
4.345704e+001	-1.747500e+002
4.296876e+001	-1.755000e+002
4.248048e+001	-1.766250e+002
4.199220e+001	-1.773750e+002
4.150392e+001	-1.777500e+002
4.101564e+001	-1.785000e+002
4.052735e+001	-1.792500e+002
4.003907e+001	-1.796250e+002
3.955079e+001	-1.811250e+002
3.906251e+001	-1.815000e+002
3.857423e+001	-1.822500e+002
3.808595e+001	-1.826250e+002
3.759767e+001	-1.833750e+002
3.710938e+001	-1.845000e+002
3.662110e+001	-1.852500e+002
3.613282e+001	-1.856250e+002
3.564454e+001	-1.867500e+002
3.515626e+001	-1.875000e+002
3.466798e+001	-1.878750e+002
3.417970e+001	-1.890000e+002
3.369141e+001	-1.901250e+002
3.320313e+001	-1.905000e+002
3.271485e+001	-1.908750e+002
3.222657e+001	-1.916250e+002
3.173829e+001	-1.927500e+002
3.125001e+001	-1.938750e+002
3.076173e+001	-1.946250e+002
3.027344e+001	-1.953750e+002
2.978516e+001	-1.965000e+002
2.929688e+001	-1.965000e+002
2.880860e+001	-1.972500e+002
2.832032e+001	-1.991250e+002
2.783204e+001	-1.995000e+002
2.734376e+001	-1.995000e+002
2.685547e+001	-2.010000e+002
2.636719e+001	-2.021250e+002
2.587891e+001	-2.021250e+002
2.539063e+001	-2.028750e+002
2.490235e+001	-2.043750e+002
2.441407e+001	-2.051250e+002
2.392579e+001	-2.051250e+002
2.343750e+001	-2.066250e+002
2.294922e+001	-2.073750e+002
2.246094e+001	-2.081250e+002
2.197266e+001	-2.085000e+002
2.148438e+001	-2.096250e+002
2.099610e+001	-2.107500e+002
2.050782e+001	-2.115000e+002
2.001953e+001	-2.118750e+002
1.953125e+001	-2.133750e+002
1.904297e+001	-2.145000e+002
1.855469e+001	-2.145000e+002
1.806641e+001	-2.160000e+002
1.757813e+001	-2.167500e+002
1.708985e+001	-2.175000e+002
1.660156e+001	-2.186250e+002
1.611328e+001	-2.193750e+002
1.562500e+001	-2.201250e+002
1.513672e+001	-2.212500e+002
1.464844e+001	-2.220000e+002
1.416016e+001	-2.227500e+002
1.367188e+001	-2.238750e+002
1.318359e+001	-2.246250e+002
1.269531e+001	-2.250000e+002
1.220703e+001	-2.261250e+002
1.171875e+001	-2.272500e+002
1.123047e+001	-2.280000e+002
1.074219e+001	-2.287500e+002
1.025391e+001	-2.291250e+002
9.765625e+000	-2.306250e+002
9.277343e+000	-2.317500e+002
8.789062e+000	-2.325000e+002
8.300781e+000	-2.336250e+002
7.812499e+000	-2.347500e+002
7.324218e+000	-2.351250e+002
6.835936e+000	-2.358750e+002
6.347655e+000	-2.370000e+002
5.859373e+000	-2.381250e+002
5.371092e+000	-2.385000e+002
4.882811e+000	-2.400000e+002
4.394529e+000	-2.403750e+002
3.906248e+000	-2.415000e+002
3.417967e+000	-2.422500e+002
2.929685e+000	-2.433750e+002
2.441404e+000	-2.437500e+002
1.953123e+000	-2.445000e+002
1.464842e+000	-2.452500e+002
9.765606e-001	-2.463750e+002
4.882794e-001	-2.475000e+002
-1.887379e-006	-2.475000e+002
-4.882831e-001	-2.478750e+002
-9.765644e-001	-2.482500e+002
-1.464846e+000	-2.486250e+002
-1.953127e+000	-2.486250e+002
-2.441408e+000	-2.493750e+002
-2.929689e+000	-2.497500e+002
-3.417970e+000	-2.497500e+002
-3.906252e+000	-2.497500e+002
-4.394533e+000	-2.505000e+002
-4.882815e+000	-2.508750e+002
-5.371096e+000	-2.505000e+002
-5.859377e+000	-2.508750e+002
-6.347659e+000	-2.516250e+002
-6.835940e+000	-2.516250e+002
-7.324222e+000	-2.516250e+002
-7.812503e+000	-2.520000e+002
-8.300784e+000	-2.527500e+002
-8.789065e+000	-2.531250e+002
-9.277347e+000	-2.531250e+002
-9.765628e+000	-2.527500e+002
-1.025391e+001	-2.535000e+002
-1.074219e+001	-2.542500e+002
-1.123047e+001	-2.535000e+002
-1.171875e+001	-2.538750e+002
-1.220704e+001	-2.546250e+002
-1.269532e+001	-2.546250e+002
-1.318360e+001	-2.542500e+002
-1.367188e+001	-2.550000e+002
-1.416016e+001	-2.553750e+002
-1.464844e+001	-2.553750e+002
-1.513672e+001	-2.557500e+002
-1.562501e+001	-2.557500e+002
-1.611329e+001	-2.561250e+002
-1.660157e+001	-2.561250e+002
-1.708985e+001	-2.568750e+002
-1.757813e+001	-2.565000e+002
-1.806641e+001	-2.561250e+002
-1.855469e+001	-2.565000e+002
-1.904298e+001	-2.568750e+002
-1.953126e+001	-2.572500e+002
-2.001954e+001	-2.576250e+002
-2.050782e+001	-2.576250e+002
-2.099610e+001	-2.576250e+002
-2.148438e+001	-2.576250e+002
-2.197266e+001	-2.580000e+002
-2.246095e+001	-2.580000e+002
-2.294923e+001	-2.583750e+002
-2.343751e+001	-2.583750e+002
-2.392579e+001	-2.580000e+002
-2.441407e+001	-2.587500e+002
-2.490235e+001	-2.591250e+002
-2.539063e+001	-2.587500e+002
-2.587892e+001	-2.591250e+002
-2.636720e+001	-2.595000e+002
-2.685548e+001	-2.595000e+002
-2.734376e+001	-2.595000e+002
-2.783204e+001	-2.598750e+002
-2.832032e+001	-2.598750e+002
-2.880860e+001	-2.598750e+002
-2.929688e+001	-2.595000e+002
-2.978517e+001	-2.598750e+002
-3.027345e+001	-2.602500e+002
-3.076173e+001	-2.602500e+002
-3.125001e+001	-2.598750e+002
-3.173829e+001	-2.606250e+002
-3.222657e+001	-2.606250e+002
-3.271485e+001	-2.606250e+002
-3.320314e+001	-2.606250e+002
-3.369142e+001	-2.610000e+002
-3.417970e+001	-2.610000e+002
-3.466798e+001	-2.610000e+002
-3.515626e+001	-2.610000e+002
-3.564454e+001	-2.613750e+002
-3.613282e+001	-2.610000e+002
-3.662111e+001	-2.613750e+002
-3.710939e+001	-2.613750e+002
-3.759767e+001	-2.617500e+002
-3.808595e+001	-2.621250e+002
