    nm         	 V
0.000000e+000	-1.776375e+000
4.882812e-001	-1.776000e+000
9.765625e-001	-1.776750e+000
1.464844e+000	-1.776375e+000
1.953125e+000	-1.776375e+000
2.441406e+000	-1.776000e+000
2.929687e+000	-1.776000e+000
3.417969e+000	-1.776750e+000
3.906250e+000	-1.776000e+000
4.394531e+000	-1.776000e+000
4.882813e+000	-1.776375e+000
5.371094e+000	-1.776000e+000
5.859376e+000	-1.776375e+000
6.347657e+000	-1.776000e+000
6.835938e+000	-1.776000e+000
7.324220e+000	-1.776000e+000
7.812501e+000	-1.776000e+000
8.300782e+000	-1.776000e+000
8.789064e+000	-1.776000e+000
9.277345e+000	-1.775625e+000
9.765627e+000	-1.775625e+000
1.025391e+001	-1.776000e+000
1.074219e+001	-1.776000e+000
1.123047e+001	-1.775625e+000
1.171875e+001	-1.775625e+000
1.220703e+001	-1.775625e+000
1.269532e+001	-1.776000e+000
1.318360e+001	-1.776000e+000
1.367188e+001	-1.775250e+000
1.416016e+001	-1.775625e+000
1.464844e+001	-1.776000e+000
1.513672e+001	-1.776000e+000
1.562500e+001	-1.776000e+000
1.611328e+001	-1.775625e+000
1.660157e+001	-1.775250e+000
1.708985e+001	-1.775625e+000
1.757813e+001	-1.775625e+000
1.806641e+001	-1.775250e+000
1.855469e+001	-1.775250e+000
1.904297e+001	-1.775625e+000
1.953125e+001	-1.775625e+000
2.001954e+001	-1.775250e+000
2.050782e+001	-1.775625e+000
2.099610e+001	-1.775250e+000
2.148438e+001	-1.775250e+000
2.197266e+001	-1.775250e+000
2.246094e+001	-1.775250e+000
2.294922e+001	-1.775250e+000
2.343751e+001	-1.775250e+000
2.392579e+001	-1.775250e+000
2.441407e+001	-1.775250e+000
2.490235e+001	-1.775250e+000
2.539063e+001	-1.775250e+000
2.587891e+001	-1.774875e+000
2.636719e+001	-1.775250e+000
2.685548e+001	-1.774875e+000
2.734376e+001	-1.774875e+000
2.783204e+001	-1.774500e+000
2.832032e+001	-1.775250e+000
2.880860e+001	-1.774875e+000
2.929688e+001	-1.774875e+000
2.978516e+001	-1.774500e+000
3.027344e+001	-1.775250e+000
3.076173e+001	-1.774875e+000
3.125001e+001	-1.774875e+000
3.173829e+001	-1.775250e+000
3.222657e+001	-1.774875e+000
3.271485e+001	-1.774875e+000
3.320313e+001	-1.774875e+000
3.369141e+001	-1.774500e+000
3.417970e+001	-1.774500e+000
3.466798e+001	-1.775250e+000
3.515626e+001	-1.774500e+000
3.564454e+001	-1.774875e+000
3.613282e+001	-1.774875e+000
3.662110e+001	-1.774500e+000
3.710938e+001	-1.774500e+000
3.759767e+001	-1.774500e+000
3.808595e+001	-1.774500e+000
3.857423e+001	-1.774125e+000
3.906251e+001	-1.774875e+000
3.955079e+001	-1.774500e+000
4.003907e+001	-1.774875e+000
4.052735e+001	-1.774500e+000
4.101564e+001	-1.774125e+000
4.150392e+001	-1.774125e+000
4.199220e+001	-1.774125e+000
4.248048e+001	-1.774500e+000
4.296876e+001	-1.774875e+000
4.345704e+001	-1.774125e+000
4.394532e+001	-1.774125e+000
4.443361e+001	-1.774500e+000
4.492189e+001	-1.774125e+000
4.541017e+001	-1.774125e+000
4.589845e+001	-1.773750e+000
4.638673e+001	-1.774500e+000
4.687501e+001	-1.774125e+000
4.736329e+001	-1.774125e+000
4.785158e+001	-1.773750e+000
4.833986e+001	-1.773750e+000
4.882814e+001	-1.773750e+000
4.931642e+001	-1.774500e+000
4.980470e+001	-1.774125e+000
5.029298e+001	-1.774125e+000
5.078126e+001	-1.774125e+000
5.126955e+001	-1.774125e+000
5.175783e+001	-1.774125e+000
5.224611e+001	-1.773750e+000
5.273439e+001	-1.773750e+000
5.322267e+001	-1.774125e+000
5.371095e+001	-1.773750e+000
5.419923e+001	-1.773750e+000
5.468751e+001	-1.773375e+000
5.517580e+001	-1.773750e+000
5.566408e+001	-1.773750e+000
5.615236e+001	-1.773750e+000
5.664064e+001	-1.773375e+000
5.712892e+001	-1.773750e+000
5.761720e+001	-1.773375e+000
5.810548e+001	-1.773750e+000
5.859377e+001	-1.773750e+000
5.908205e+001	-1.773750e+000
5.957033e+001	-1.773750e+000
6.005861e+001	-1.773375e+000
6.054689e+001	-1.773750e+000
6.103517e+001	-1.773750e+000
6.152344e+001	-1.773000e+000
6.201172e+001	-1.773375e+000
