    nm         	 V
6.911175e+002	-1.882125e+000
6.904339e+002	-1.884000e+000
6.897503e+002	-1.884750e+000
6.890667e+002	-1.885875e+000
6.883831e+002	-1.886625e+000
6.876995e+002	-1.887750e+000
6.870159e+002	-1.888875e+000
6.863323e+002	-1.890375e+000
6.856487e+002	-1.891500e+000
6.849651e+002	-1.892250e+000
6.842815e+002	-1.893750e+000
6.835979e+002	-1.895250e+000
6.829143e+002	-1.896000e+000
6.822307e+002	-1.897125e+000
6.815471e+002	-1.898625e+000
6.808635e+002	-1.899375e+000
6.801799e+002	-1.900500e+000
6.794963e+002	-1.901625e+000
6.788127e+002	-1.902750e+000
6.781291e+002	-1.904625e+000
6.774455e+002	-1.905750e+000
6.767619e+002	-1.906500e+000
6.760783e+002	-1.907625e+000
6.753947e+002	-1.908750e+000
6.747111e+002	-1.910625e+000
6.740275e+002	-1.911375e+000
6.733439e+002	-1.912500e+000
6.726603e+002	-1.913625e+000
6.719767e+002	-1.915500e+000
6.712932e+002	-1.915500e+000
6.706096e+002	-1.917375e+000
6.699260e+002	-1.918500e+000
6.692424e+002	-1.919625e+000
6.685588e+002	-1.921125e+000
6.678752e+002	-1.922250e+000
6.671916e+002	-1.923375e+000
6.665080e+002	-1.924875e+000
6.658244e+002	-1.925625e+000
6.651408e+002	-1.926750e+000
6.644572e+002	-1.927875e+000
6.637736e+002	-1.929750e+000
6.630900e+002	-1.930500e+000
6.624064e+002	-1.932000e+000
6.617228e+002	-1.933125e+000
6.610392e+002	-1.934250e+000
6.603556e+002	-1.935375e+000
6.596720e+002	-1.936875e+000
6.589884e+002	-1.938375e+000
6.583048e+002	-1.939875e+000
6.576212e+002	-1.940625e+000
6.569376e+002	-1.942125e+000
6.562540e+002	-1.943625e+000
6.555704e+002	-1.944375e+000
6.548868e+002	-1.945875e+000
6.542032e+002	-1.947750e+000
6.535196e+002	-1.948500e+000
6.528360e+002	-1.950000e+000
6.521524e+002	-1.951125e+000
6.514688e+002	-1.952250e+000
6.507852e+002	-1.953375e+000
6.501016e+002	-1.955250e+000
6.494180e+002	-1.956000e+000
6.487344e+002	-1.957125e+000
6.480508e+002	-1.958625e+000
