    nm         	 V
1.994153e+002	-8.066250e-001
1.992200e+002	-8.081250e-001
1.990247e+002	-8.066250e-001
1.988294e+002	-8.088750e-001
1.986341e+002	-8.107500e-001
1.984388e+002	-8.115000e-001
1.982434e+002	-8.130000e-001
1.980481e+002	-8.145000e-001
1.978528e+002	-8.160000e-001
1.976575e+002	-8.167500e-001
1.974622e+002	-8.178750e-001
1.972669e+002	-8.208750e-001
1.970716e+002	-8.205000e-001
1.968762e+002	-8.227500e-001
1.966809e+002	-8.227500e-001
1.964856e+002	-8.253750e-001
1.962903e+002	-8.280000e-001
1.960950e+002	-8.287500e-001
1.958997e+002	-8.302500e-001
1.957044e+002	-8.306250e-001
1.955090e+002	-8.317500e-001
1.953137e+002	-8.355000e-001
1.951184e+002	-8.362500e-001
1.949231e+002	-8.381250e-001
1.947278e+002	-8.381250e-001
1.945325e+002	-8.411250e-001
1.943372e+002	-8.415000e-001
1.941418e+002	-8.445000e-001
1.939465e+002	-8.452500e-001
1.937512e+002	-8.475000e-001
1.935559e+002	-8.493750e-001
1.933606e+002	-8.482500e-001
1.931653e+002	-8.520000e-001
1.929700e+002	-8.538750e-001
1.927746e+002	-8.565000e-001
1.925793e+002	-8.557500e-001
1.923840e+002	-8.583750e-001
1.921887e+002	-8.595000e-001
1.919934e+002	-8.617500e-001
1.917981e+002	-8.636250e-001
1.916028e+002	-8.640000e-001
1.914075e+002	-8.640000e-001
1.912121e+002	-8.673750e-001
1.910168e+002	-8.696250e-001
1.908215e+002	-8.703750e-001
1.906262e+002	-8.715000e-001
1.904309e+002	-8.752500e-001
1.902356e+002	-8.748750e-001
1.900403e+002	-8.775000e-001
1.898449e+002	-8.775000e-001
1.896496e+002	-8.808750e-001
1.894543e+002	-8.812500e-001
1.892590e+002	-8.835000e-001
1.890637e+002	-8.842500e-001
1.888684e+002	-8.868750e-001
1.886731e+002	-8.891250e-001
1.884777e+002	-8.913750e-001
1.882824e+002	-8.921250e-001
1.880871e+002	-8.925000e-001
1.878918e+002	-8.962500e-001
1.876965e+002	-8.951250e-001
1.875012e+002	-8.973750e-001
1.873059e+002	-9.003750e-001
1.871105e+002	-9.007500e-001
1.869152e+002	-9.045000e-001
1.867199e+002	-9.063750e-001
1.865246e+002	-9.067500e-001
1.863293e+002	-9.086250e-001
1.861340e+002	-9.105000e-001
1.859387e+002	-9.127500e-001
1.857433e+002	-9.138750e-001
1.855480e+002	-9.142500e-001
1.853527e+002	-9.150000e-001
1.851574e+002	-9.168750e-001
1.849621e+002	-9.206250e-001
1.847668e+002	-9.206250e-001
1.845715e+002	-9.225000e-001
1.843761e+002	-9.232500e-001
1.841808e+002	-9.266250e-001
1.839855e+002	-9.270000e-001
1.837902e+002	-9.288750e-001
1.835949e+002	-9.296250e-001
1.833996e+002	-9.333750e-001
1.832043e+002	-9.337500e-001
1.830090e+002	-9.352500e-001
1.828136e+002	-9.371250e-001
1.826183e+002	-9.401250e-001
1.824230e+002	-9.416250e-001
1.822277e+002	-9.423750e-001
1.820324e+002	-9.450000e-001
1.818371e+002	-9.446250e-001
1.816418e+002	-9.491250e-001
1.814464e+002	-9.476250e-001
1.812511e+002	-9.517500e-001
1.810558e+002	-9.551250e-001
1.808605e+002	-9.540000e-001
1.806652e+002	-9.562500e-001
1.804699e+002	-9.585000e-001
1.802746e+002	-9.603750e-001
1.800792e+002	-9.618750e-001
1.798839e+002	-9.626250e-001
1.796886e+002	-9.637500e-001
1.794933e+002	-9.667500e-001
1.792980e+002	-9.682500e-001
1.791027e+002	-9.712500e-001
1.789074e+002	-9.701250e-001
1.787120e+002	-9.731250e-001
1.785167e+002	-9.723750e-001
1.783214e+002	-9.768750e-001
1.781261e+002	-9.787500e-001
1.779308e+002	-9.802500e-001
1.777355e+002	-9.783750e-001
1.775402e+002	-9.813750e-001
1.773448e+002	-9.836250e-001
1.771495e+002	-9.858750e-001
1.769542e+002	-9.900000e-001
1.767589e+002	-9.885000e-001
1.765636e+002	-9.911250e-001
1.763683e+002	-9.892500e-001
1.761730e+002	-9.941250e-001
1.759776e+002	-9.975000e-001
1.757823e+002	-9.990000e-001
1.755870e+002	-1.000500e+000
1.753917e+002	-9.997500e-001
1.751964e+002	-1.000500e+000
1.750011e+002	-1.004625e+000
1.748058e+002	-1.006125e+000
1.746104e+002	-1.009125e+000
1.744151e+002	-1.009125e+000
1.742198e+002	-1.009125e+000
1.740245e+002	-1.012500e+000
1.738292e+002	-1.012500e+000
1.736339e+002	-1.017000e+000
1.734386e+002	-1.017375e+000
1.732433e+002	-1.019625e+000
1.730479e+002	-1.018875e+000
1.728526e+002	-1.020750e+000
1.726573e+002	-1.023000e+000
1.724620e+002	-1.025625e+000
1.722667e+002	-1.025250e+000
1.720714e+002	-1.027875e+000
1.718761e+002	-1.028625e+000
1.716807e+002	-1.031250e+000
1.714854e+002	-1.033125e+000
1.712901e+002	-1.035375e+000
1.710948e+002	-1.036125e+000
1.708995e+002	-1.039125e+000
1.707042e+002	-1.038000e+000
1.705089e+002	-1.041000e+000
1.703135e+002	-1.042875e+000
1.701182e+002	-1.045125e+000
1.699229e+002	-1.047000e+000
1.697276e+002	-1.046625e+000
1.695323e+002	-1.049250e+000
1.693370e+002	-1.050000e+000
1.691417e+002	-1.052625e+000
1.689463e+002	-1.054500e+000
1.687510e+002	-1.055625e+000
1.685557e+002	-1.058250e+000
1.683604e+002	-1.057500e+000
1.681651e+002	-1.062375e+000
1.679698e+002	-1.063500e+000
1.677745e+002	-1.065000e+000
1.675791e+002	-1.065750e+000
1.673838e+002	-1.068375e+000
1.671885e+002	-1.070250e+000
1.669932e+002	-1.071000e+000
1.667979e+002	-1.071750e+000
1.666026e+002	-1.074375e+000
1.664073e+002	-1.075125e+000
1.662119e+002	-1.078125e+000
1.660166e+002	-1.078875e+000
1.658213e+002	-1.080000e+000
1.656260e+002	-1.081875e+000
1.654307e+002	-1.084875e+000
1.652354e+002	-1.085250e+000
1.650401e+002	-1.087125e+000
1.648447e+002	-1.089000e+000
1.646494e+002	-1.090875e+000
1.644541e+002	-1.091625e+000
1.642588e+002	-1.093125e+000
1.640635e+002	-1.096875e+000
1.638682e+002	-1.096500e+000
1.636729e+002	-1.099125e+000
1.634776e+002	-1.101375e+000
1.632822e+002	-1.102875e+000
1.630869e+002	-1.104000e+000
1.628916e+002	-1.105125e+000
1.626963e+002	-1.106625e+000
1.625010e+002	-1.108875e+000
1.623057e+002	-1.111875e+000
1.621104e+002	-1.111875e+000
1.619150e+002	-1.113750e+000
1.617197e+002	-1.115250e+000
1.615244e+002	-1.117875e+000
1.613291e+002	-1.118625e+000
1.611338e+002	-1.121250e+000
1.609385e+002	-1.122750e+000
1.607432e+002	-1.123875e+000
1.605478e+002	-1.123875e+000
1.603525e+002	-1.126125e+000
1.601572e+002	-1.128750e+000
1.599619e+002	-1.131750e+000
1.597666e+002	-1.131750e+000
1.595713e+002	-1.134375e+000
1.593760e+002	-1.135500e+000
1.591806e+002	-1.135875e+000
1.589853e+002	-1.138125e+000
1.587900e+002	-1.140000e+000
1.585947e+002	-1.142625e+000
1.583994e+002	-1.143375e+000
1.582041e+002	-1.145250e+000
1.580088e+002	-1.148250e+000
1.578134e+002	-1.149375e+000
1.576181e+002	-1.151625e+000
1.574228e+002	-1.152000e+000
1.572275e+002	-1.153500e+000
1.570322e+002	-1.155000e+000
1.568369e+002	-1.157625e+000
1.566416e+002	-1.159125e+000
1.564462e+002	-1.161000e+000
1.562509e+002	-1.162125e+000
1.560556e+002	-1.164750e+000
1.558603e+002	-1.166625e+000
1.556650e+002	-1.168125e+000
1.554697e+002	-1.170375e+000
1.552744e+002	-1.170750e+000
1.550791e+002	-1.171875e+000
1.548837e+002	-1.174500e+000
1.546884e+002	-1.176375e+000
1.544931e+002	-1.179000e+000
1.542978e+002	-1.179375e+000
1.541025e+002	-1.181250e+000
1.539072e+002	-1.182000e+000
1.537119e+002	-1.185000e+000
1.535165e+002	-1.185000e+000
1.533212e+002	-1.189125e+000
1.531259e+002	-1.188750e+000
1.529306e+002	-1.190625e+000
1.527353e+002	-1.190625e+000
1.525400e+002	-1.196250e+000
1.523447e+002	-1.197375e+000
1.521493e+002	-1.199250e+000
1.519540e+002	-1.197375e+000
1.517587e+002	-1.201125e+000
1.515634e+002	-1.201875e+000
1.513681e+002	-1.204125e+000
1.511728e+002	-1.206000e+000
1.509775e+002	-1.207875e+000
1.507821e+002	-1.209375e+000
1.505868e+002	-1.211625e+000
1.503915e+002	-1.213125e+000
1.501962e+002	-1.216500e+000
1.500009e+002	-1.216500e+000
1.498056e+002	-1.218000e+000
1.496103e+002	-1.219875e+000
1.494149e+002	-1.221000e+000
1.492196e+002	-1.224000e+000
1.490243e+002	-1.224750e+000
1.488290e+002	-1.226625e+000
1.486337e+002	-1.228500e+000
1.484384e+002	-1.230000e+000
1.482431e+002	-1.231125e+000
1.480477e+002	-1.234125e+000
1.478524e+002	-1.234875e+000
1.476571e+002	-1.237500e+000
1.474618e+002	-1.239000e+000
1.472665e+002	-1.239375e+000
1.470712e+002	-1.242000e+000
1.468759e+002	-1.243500e+000
1.466805e+002	-1.245000e+000
1.464852e+002	-1.248000e+000
1.462899e+002	-1.249500e+000
1.460946e+002	-1.250625e+000
1.458993e+002	-1.251000e+000
1.457040e+002	-1.252875e+000
1.455087e+002	-1.256250e+000
1.453134e+002	-1.257000e+000
1.451180e+002	-1.258500e+000
1.449227e+002	-1.258500e+000
1.447274e+002	-1.262625e+000
1.445321e+002	-1.263750e+000
1.443368e+002	-1.265625e+000
1.441415e+002	-1.266375e+000
1.439462e+002	-1.267875e+000
1.437508e+002	-1.269000e+000
1.435555e+002	-1.271250e+000
1.433602e+002	-1.274625e+000
1.431649e+002	-1.275000e+000
1.429696e+002	-1.278000e+000
1.427743e+002	-1.277250e+000
1.425790e+002	-1.279875e+000
1.423836e+002	-1.281000e+000
1.421883e+002	-1.284375e+000
1.419930e+002	-1.284375e+000
1.417977e+002	-1.286625e+000
1.416024e+002	-1.287750e+000
1.414071e+002	-1.289625e+000
1.412118e+002	-1.292250e+000
1.410164e+002	-1.293375e+000
