    nm         	 V
2.982439e+002	-8.370000e-001
2.979509e+002	-8.392500e-001
2.976579e+002	-8.403750e-001
2.973649e+002	-8.407500e-001
2.970720e+002	-8.422500e-001
2.967790e+002	-8.467500e-001
2.964860e+002	-8.486250e-001
2.961931e+002	-8.501250e-001
2.959001e+002	-8.527500e-001
2.956071e+002	-8.523750e-001
2.953142e+002	-8.535000e-001
2.950212e+002	-8.602500e-001
2.947282e+002	-8.606250e-001
2.944352e+002	-8.610000e-001
2.941423e+002	-8.647500e-001
2.938493e+002	-8.662500e-001
2.935563e+002	-8.677500e-001
2.932634e+002	-8.726250e-001
2.929704e+002	-8.726250e-001
2.926774e+002	-8.760000e-001
2.923844e+002	-8.778750e-001
2.920915e+002	-8.790000e-001
2.917985e+002	-8.823750e-001
2.915055e+002	-8.857500e-001
2.912126e+002	-8.872500e-001
2.909196e+002	-8.883750e-001
2.906266e+002	-8.910000e-001
2.903336e+002	-8.943750e-001
2.900407e+002	-8.951250e-001
2.897477e+002	-8.996250e-001
2.894547e+002	-9.011250e-001
2.891618e+002	-9.026250e-001
2.888688e+002	-9.063750e-001
2.885758e+002	-9.078750e-001
2.882828e+002	-9.112500e-001
2.879899e+002	-9.127500e-001
2.876969e+002	-9.153750e-001
2.874039e+002	-9.172500e-001
2.871110e+002	-9.187500e-001
2.868180e+002	-9.232500e-001
2.865250e+002	-9.240000e-001
2.862321e+002	-9.277500e-001
2.859391e+002	-9.288750e-001
2.856461e+002	-9.322500e-001
2.853531e+002	-9.333750e-001
2.850602e+002	-9.371250e-001
2.847672e+002	-9.386250e-001
2.844742e+002	-9.438750e-001
2.841813e+002	-9.438750e-001
2.838883e+002	-9.465000e-001
2.835953e+002	-9.487500e-001
2.833023e+002	-9.495000e-001
2.830094e+002	-9.532500e-001
2.827164e+002	-9.570000e-001
2.824234e+002	-9.588750e-001
2.821305e+002	-9.607500e-001
2.818375e+002	-9.622500e-001
2.815445e+002	-9.660000e-001
2.812515e+002	-9.678750e-001
2.809586e+002	-9.705000e-001
2.806656e+002	-9.731250e-001
2.803726e+002	-9.750000e-001
2.800797e+002	-9.772500e-001
2.797867e+002	-9.798750e-001
2.794937e+002	-9.843750e-001
2.792007e+002	-9.855000e-001
2.789078e+002	-9.888750e-001
2.786148e+002	-9.885000e-001
2.783218e+002	-9.915000e-001
2.780289e+002	-9.945000e-001
2.777359e+002	-9.967500e-001
2.774429e+002	-1.000500e+000
2.771500e+002	-1.002750e+000
2.768570e+002	-1.004250e+000
2.765640e+002	-1.006500e+000
2.762710e+002	-1.010625e+000
2.759781e+002	-1.012500e+000
2.756851e+002	-1.014375e+000
2.753921e+002	-1.017000e+000
2.750992e+002	-1.018125e+000
2.748062e+002	-1.022250e+000
2.745132e+002	-1.024500e+000
2.742202e+002	-1.027500e+000
2.739273e+002	-1.029375e+000
2.736343e+002	-1.031250e+000
2.733413e+002	-1.032375e+000
2.730484e+002	-1.036125e+000
2.727554e+002	-1.039500e+000
2.724624e+002	-1.041375e+000
2.721694e+002	-1.043625e+000
2.718765e+002	-1.046625e+000
2.715835e+002	-1.047750e+000
2.712905e+002	-1.051500e+000
2.709976e+002	-1.053750e+000
2.707046e+002	-1.055625e+000
2.704116e+002	-1.057500e+000
2.701186e+002	-1.061625e+000
2.698257e+002	-1.062375e+000
2.695327e+002	-1.065375e+000
2.692397e+002	-1.066500e+000
2.689468e+002	-1.070625e+000
2.686538e+002	-1.072500e+000
2.683608e+002	-1.074000e+000
2.680679e+002	-1.078500e+000
2.677749e+002	-1.079625e+000
2.674819e+002	-1.081875e+000
2.671889e+002	-1.085250e+000
2.668960e+002	-1.087500e+000
2.666030e+002	-1.089375e+000
2.663100e+002	-1.091625e+000
2.660171e+002	-1.094625e+000
2.657241e+002	-1.096875e+000
2.654311e+002	-1.100625e+000
2.651381e+002	-1.101375e+000
2.648452e+002	-1.104000e+000
2.645522e+002	-1.106250e+000
2.642592e+002	-1.108875e+000
2.639663e+002	-1.111875e+000
2.636733e+002	-1.114125e+000
2.633803e+002	-1.116375e+000
2.630873e+002	-1.119000e+000
2.627944e+002	-1.122375e+000
2.625014e+002	-1.124250e+000
2.622084e+002	-1.126500e+000
2.619155e+002	-1.128000e+000
2.616225e+002	-1.130625e+000
2.613295e+002	-1.134000e+000
2.610365e+002	-1.135875e+000
2.607436e+002	-1.138875e+000
2.604506e+002	-1.141875e+000
2.601576e+002	-1.144125e+000
2.598647e+002	-1.146000e+000
2.595717e+002	-1.148625e+000
2.592787e+002	-1.150125e+000
2.589858e+002	-1.152375e+000
2.586928e+002	-1.156125e+000
2.583998e+002	-1.158375e+000
2.581068e+002	-1.159875e+000
2.578139e+002	-1.164000e+000
2.575209e+002	-1.166250e+000
2.572279e+002	-1.168125e+000
2.569350e+002	-1.171125e+000
2.566420e+002	-1.173375e+000
2.563490e+002	-1.175625e+000
2.560560e+002	-1.177875e+000
2.557631e+002	-1.181625e+000
2.554701e+002	-1.183500e+000
2.551771e+002	-1.186125e+000
2.548842e+002	-1.188375e+000
2.545912e+002	-1.189125e+000
2.542982e+002	-1.192500e+000
2.540052e+002	-1.195500e+000
2.537123e+002	-1.197375e+000
2.534193e+002	-1.200375e+000
2.531263e+002	-1.201875e+000
2.528334e+002	-1.205625e+000
2.525404e+002	-1.207875e+000
2.522474e+002	-1.210875e+000
2.519544e+002	-1.211625e+000
2.516615e+002	-1.215000e+000
2.513685e+002	-1.217250e+000
2.510755e+002	-1.218375e+000
2.507826e+002	-1.223625e+000
2.504896e+002	-1.225125e+000
2.501966e+002	-1.227000e+000
2.499036e+002	-1.229250e+000
2.496107e+002	-1.231875e+000
2.493177e+002	-1.234125e+000
2.490247e+002	-1.237500e+000
2.487318e+002	-1.239750e+000
2.484388e+002	-1.242375e+000
2.481458e+002	-1.243125e+000
2.478529e+002	-1.247625e+000
2.475599e+002	-1.249875e+000
2.472669e+002	-1.251000e+000
2.469739e+002	-1.254750e+000
2.466810e+002	-1.256250e+000
2.463880e+002	-1.258500e+000
2.460950e+002	-1.263000e+000
2.458021e+002	-1.264125e+000
2.455091e+002	-1.266000e+000
2.452161e+002	-1.269375e+000
2.449231e+002	-1.270500e+000
2.446302e+002	-1.275375e+000
2.443372e+002	-1.277250e+000
2.440442e+002	-1.278375e+000
2.437513e+002	-1.280250e+000
2.434583e+002	-1.283625e+000
2.431653e+002	-1.287000e+000
2.428723e+002	-1.289625e+000
2.425794e+002	-1.291875e+000
2.422864e+002	-1.293750e+000
2.419934e+002	-1.296000e+000
2.417005e+002	-1.299375e+000
2.414075e+002	-1.301625e+000
2.411145e+002	-1.303875e+000
2.408215e+002	-1.308000e+000
2.405286e+002	-1.308750e+000
2.402356e+002	-1.311375e+000
2.399426e+002	-1.314000e+000
2.396497e+002	-1.318125e+000
2.393567e+002	-1.318125e+000
2.390637e+002	-1.321875e+000
2.387708e+002	-1.323375e+000
2.384778e+002	-1.325250e+000
2.381848e+002	-1.329375e+000
2.378918e+002	-1.331625e+000
2.375989e+002	-1.333500e+000
2.373059e+002	-1.335000e+000
2.370129e+002	-1.337625e+000
2.367200e+002	-1.339875e+000
2.364270e+002	-1.344375e+000
2.361340e+002	-1.346625e+000
2.358410e+002	-1.347000e+000
2.355481e+002	-1.351125e+000
2.352551e+002	-1.354500e+000
2.349621e+002	-1.355250e+000
2.346692e+002	-1.359750e+000
2.343762e+002	-1.361625e+000
2.340832e+002	-1.363500e+000
2.337902e+002	-1.365375e+000
2.334973e+002	-1.369125e+000
2.332043e+002	-1.370625e+000
2.329113e+002	-1.374375e+000
2.326184e+002	-1.375875e+000
2.323254e+002	-1.377375e+000
2.320324e+002	-1.380375e+000
2.317394e+002	-1.384500e+000
2.314465e+002	-1.386000e+000
2.311535e+002	-1.387125e+000
2.308605e+002	-1.390500e+000
2.305676e+002	-1.392375e+000
2.302746e+002	-1.396125e+000
2.299816e+002	-1.399125e+000
2.296887e+002	-1.401750e+000
2.293957e+002	-1.402500e+000
2.291027e+002	-1.406250e+000
2.288097e+002	-1.407750e+000
2.285168e+002	-1.411125e+000
2.282238e+002	-1.413375e+000
2.279308e+002	-1.414500e+000
2.276379e+002	-1.417500e+000
2.273449e+002	-1.420875e+000
2.270519e+002	-1.423125e+000
2.267589e+002	-1.425375e+000
2.264660e+002	-1.427250e+000
2.261730e+002	-1.429500e+000
2.258800e+002	-1.432125e+000
2.255871e+002	-1.436250e+000
2.252941e+002	-1.438125e+000
2.250011e+002	-1.439625e+000
2.247081e+002	-1.442250e+000
2.244152e+002	-1.445250e+000
2.241222e+002	-1.447500e+000
2.238292e+002	-1.450125e+000
2.235363e+002	-1.452750e+000
2.232433e+002	-1.455000e+000
2.229503e+002	-1.456500e+000
2.226573e+002	-1.459500e+000
2.223644e+002	-1.461375e+000
2.220714e+002	-1.465500e+000
2.217784e+002	-1.467375e+000
2.214855e+002	-1.468500e+000
2.211925e+002	-1.471875e+000
2.208995e+002	-1.475250e+000
2.206066e+002	-1.476750e+000
2.203136e+002	-1.480500e+000
2.200206e+002	-1.483125e+000
2.197276e+002	-1.483875e+000
2.194347e+002	-1.487625e+000
2.191417e+002	-1.490250e+000
2.188487e+002	-1.492500e+000
2.185558e+002	-1.494750e+000
2.182628e+002	-1.498125e+000
2.179698e+002	-1.499250e+000
2.176768e+002	-1.501875e+000
2.173839e+002	-1.505250e+000
2.170909e+002	-1.506750e+000
2.167979e+002	-1.510500e+000
2.165050e+002	-1.512750e+000
2.162120e+002	-1.513875e+000
2.159190e+002	-1.517250e+000
2.156260e+002	-1.520625e+000
2.153331e+002	-1.521750e+000
2.150401e+002	-1.522875e+000
2.147471e+002	-1.527375e+000
2.144542e+002	-1.529250e+000
2.141612e+002	-1.532250e+000
2.138682e+002	-1.534500e+000
2.135752e+002	-1.536750e+000
2.132823e+002	-1.538250e+000
2.129893e+002	-1.542375e+000
2.126963e+002	-1.543500e+000
2.124034e+002	-1.545750e+000
2.121104e+002	-1.548000e+000
2.118174e+002	-1.550625e+000
2.115245e+002	-1.552875e+000
2.112315e+002	-1.556625e+000
2.109385e+002	-1.559625e+000
2.106455e+002	-1.560375e+000
2.103526e+002	-1.563750e+000
2.100596e+002	-1.565250e+000
2.097666e+002	-1.567500e+000
2.094737e+002	-1.571250e+000
2.091807e+002	-1.573500e+000
2.088877e+002	-1.575750e+000
2.085947e+002	-1.578000e+000
2.083018e+002	-1.581375e+000
2.080088e+002	-1.582500e+000
2.077158e+002	-1.585875e+000
2.074229e+002	-1.588500e+000
2.071299e+002	-1.590375e+000
2.068369e+002	-1.592625e+000
2.065439e+002	-1.596000e+000
2.062510e+002	-1.598250e+000
2.059580e+002	-1.600875e+000
2.056650e+002	-1.602750e+000
2.053721e+002	-1.604625e+000
2.050791e+002	-1.608750e+000
2.047861e+002	-1.611000e+000
2.044931e+002	-1.612875e+000
2.042002e+002	-1.615500e+000
2.039072e+002	-1.618500e+000
2.036142e+002	-1.620000e+000
2.033213e+002	-1.623375e+000
2.030283e+002	-1.626750e+000
2.027353e+002	-1.627125e+000
2.024424e+002	-1.630500e+000
2.021494e+002	-1.632375e+000
2.018564e+002	-1.635750e+000
2.015634e+002	-1.637250e+000
2.012705e+002	-1.641000e+000
2.009775e+002	-1.642500e+000
2.006845e+002	-1.644750e+000
2.003916e+002	-1.647750e+000
2.000986e+002	-1.649625e+000
1.998056e+002	-1.652250e+000
1.995126e+002	-1.654875e+000
1.992197e+002	-1.657500e+000
1.989267e+002	-1.659375e+000
1.986337e+002	-1.663125e+000
1.983408e+002	-1.664250e+000
1.980478e+002	-1.666500e+000
1.977548e+002	-1.670250e+000
1.974618e+002	-1.672125e+000
1.971689e+002	-1.673250e+000
1.968759e+002	-1.677000e+000
1.965829e+002	-1.680375e+000
1.962900e+002	-1.681500e+000
1.959970e+002	-1.684875e+000
1.957040e+002	-1.686000e+000
1.954110e+002	-1.688625e+000
1.951181e+002	-1.692000e+000
1.948251e+002	-1.693875e+000
1.945321e+002	-1.697250e+000
1.942392e+002	-1.699125e+000
1.939462e+002	-1.701000e+000
1.936532e+002	-1.703250e+000
1.933603e+002	-1.706250e+000
1.930673e+002	-1.708500e+000
1.927743e+002	-1.711125e+000
1.924813e+002	-1.714125e+000
1.921884e+002	-1.717500e+000
1.918954e+002	-1.718250e+000
1.916024e+002	-1.721250e+000
1.913095e+002	-1.724250e+000
1.910165e+002	-1.726125e+000
1.907235e+002	-1.729125e+000
1.904305e+002	-1.732125e+000
1.901376e+002	-1.733625e+000
1.898446e+002	-1.736250e+000
1.895516e+002	-1.738875e+000
1.892587e+002	-1.740750e+000
1.889657e+002	-1.744125e+000
1.886727e+002	-1.746000e+000
1.883797e+002	-1.747500e+000
1.880868e+002	-1.750500e+000
1.877938e+002	-1.754625e+000
1.875008e+002	-1.755750e+000
1.872079e+002	-1.757250e+000
1.869149e+002	-1.760250e+000
1.866219e+002	-1.761750e+000
1.863289e+002	-1.764750e+000
1.860360e+002	-1.768875e+000
1.857430e+002	-1.770750e+000
1.854500e+002	-1.772250e+000
1.851571e+002	-1.775250e+000
1.848641e+002	-1.778250e+000
1.845711e+002	-1.780125e+000
1.842782e+002	-1.783500e+000
1.839852e+002	-1.785750e+000
1.836922e+002	-1.786875e+000
1.833992e+002	-1.789500e+000
1.831063e+002	-1.792500e+000
1.828133e+002	-1.795500e+000
1.825203e+002	-1.798500e+000
1.822274e+002	-1.800000e+000
1.819344e+002	-1.802625e+000
1.816414e+002	-1.805250e+000
1.813484e+002	-1.808625e+000
1.810555e+002	-1.810500e+000
1.807625e+002	-1.812375e+000
1.804695e+002	-1.814625e+000
1.801766e+002	-1.817250e+000
1.798836e+002	-1.820250e+000
1.795906e+002	-1.822875e+000
1.792976e+002	-1.825875e+000
1.790047e+002	-1.827375e+000
1.787117e+002	-1.829625e+000
1.784187e+002	-1.831500e+000
1.781258e+002	-1.834500e+000
1.778328e+002	-1.838250e+000
1.775398e+002	-1.840125e+000
1.772468e+002	-1.842750e+000
1.769539e+002	-1.845000e+000
1.766609e+002	-1.848375e+000
1.763679e+002	-1.849500e+000
1.760750e+002	-1.853250e+000
1.757820e+002	-1.855125e+000
1.754890e+002	-1.858500e+000
1.751960e+002	-1.860375e+000
1.749031e+002	-1.861875e+000
1.746101e+002	-1.865250e+000
1.743171e+002	-1.867875e+000
1.740242e+002	-1.870125e+000
1.737312e+002	-1.873125e+000
1.734382e+002	-1.874625e+000
1.731453e+002	-1.876500e+000
1.728523e+002	-1.879500e+000
1.725593e+002	-1.882125e+000
1.722663e+002	-1.884375e+000
1.719734e+002	-1.887750e+000
1.716804e+002	-1.890000e+000
1.713874e+002	-1.891500e+000
1.710945e+002	-1.894500e+000
1.708015e+002	-1.897125e+000
1.705085e+002	-1.899375e+000
1.702155e+002	-1.901625e+000
1.699226e+002	-1.903875e+000
1.696296e+002	-1.905750e+000
1.693366e+002	-1.909125e+000
1.690437e+002	-1.912875e+000
1.687507e+002	-1.915125e+000
1.684577e+002	-1.917000e+000
1.681647e+002	-1.918875e+000
1.678718e+002	-1.921500e+000
1.675788e+002	-1.924125e+000
1.672858e+002	-1.927125e+000
1.669929e+002	-1.928625e+000
1.666999e+002	-1.931625e+000
1.664069e+002	-1.934625e+000
1.661139e+002	-1.936500e+000
1.658210e+002	-1.939125e+000
1.655280e+002	-1.941375e+000
1.652350e+002	-1.943625e+000
1.649421e+002	-1.945500e+000
1.646491e+002	-1.948875e+000
1.643561e+002	-1.951125e+000
1.640632e+002	-1.953000e+000
1.637702e+002	-1.956750e+000
1.634772e+002	-1.958625e+000
1.631842e+002	-1.960875e+000
1.628913e+002	-1.963125e+000
1.625983e+002	-1.966125e+000
1.623053e+002	-1.968000e+000
1.620124e+002	-1.970625e+000
