    nm         	 V
1.994153e+002	-8.021250e-001
1.992200e+002	-8.040000e-001
1.990247e+002	-8.032500e-001
1.988294e+002	-8.066250e-001
1.986341e+002	-8.066250e-001
1.984388e+002	-8.081250e-001
1.982434e+002	-8.103750e-001
1.980481e+002	-8.111250e-001
1.978528e+002	-8.118750e-001
1.976575e+002	-8.137500e-001
1.974622e+002	-8.156250e-001
1.972669e+002	-8.171250e-001
1.970716e+002	-8.182500e-001
1.968762e+002	-8.208750e-001
1.966809e+002	-8.212500e-001
1.964856e+002	-8.231250e-001
1.962903e+002	-8.235000e-001
1.960950e+002	-8.253750e-001
1.958997e+002	-8.280000e-001
1.957044e+002	-8.283750e-001
1.955090e+002	-8.298750e-001
1.953137e+002	-8.313750e-001
1.951184e+002	-8.328750e-001
1.949231e+002	-8.340000e-001
1.947278e+002	-8.358750e-001
1.945325e+002	-8.373750e-001
1.943372e+002	-8.388750e-001
1.941418e+002	-8.403750e-001
1.939465e+002	-8.418750e-001
1.937512e+002	-8.433750e-001
1.935559e+002	-8.448750e-001
1.933606e+002	-8.471250e-001
1.931653e+002	-8.475000e-001
1.929700e+002	-8.501250e-001
1.927746e+002	-8.508750e-001
1.925793e+002	-8.523750e-001
1.923840e+002	-8.538750e-001
1.921887e+002	-8.561250e-001
1.919934e+002	-8.576250e-001
1.917981e+002	-8.587500e-001
1.916028e+002	-8.602500e-001
1.914075e+002	-8.617500e-001
1.912121e+002	-8.625000e-001
1.910168e+002	-8.647500e-001
1.908215e+002	-8.655000e-001
1.906262e+002	-8.677500e-001
1.904309e+002	-8.696250e-001
1.902356e+002	-8.707500e-001
1.900403e+002	-8.715000e-001
1.898449e+002	-8.737500e-001
1.896496e+002	-8.752500e-001
1.894543e+002	-8.771250e-001
1.892590e+002	-8.778750e-001
1.890637e+002	-8.801250e-001
1.888684e+002	-8.812500e-001
1.886731e+002	-8.835000e-001
1.884777e+002	-8.850000e-001
1.882824e+002	-8.853750e-001
1.880871e+002	-8.880000e-001
1.878918e+002	-8.891250e-001
1.876965e+002	-8.902500e-001
1.875012e+002	-8.917500e-001
1.873059e+002	-8.943750e-001
1.871105e+002	-8.955000e-001
1.869152e+002	-8.970000e-001
1.867199e+002	-8.996250e-001
1.865246e+002	-8.992500e-001
1.863293e+002	-9.015000e-001
1.861340e+002	-9.026250e-001
1.859387e+002	-9.045000e-001
1.857433e+002	-9.071250e-001
1.855480e+002	-9.075000e-001
1.853527e+002	-9.090000e-001
1.851574e+002	-9.112500e-001
1.849621e+002	-9.131250e-001
1.847668e+002	-9.146250e-001
1.845715e+002	-9.157500e-001
1.843761e+002	-9.176250e-001
1.841808e+002	-9.183750e-001
1.839855e+002	-9.206250e-001
1.837902e+002	-9.213750e-001
1.835949e+002	-9.236250e-001
1.833996e+002	-9.251250e-001
1.832043e+002	-9.262500e-001
1.830090e+002	-9.281250e-001
1.828136e+002	-9.307500e-001
1.826183e+002	-9.311250e-001
1.824230e+002	-9.326250e-001
1.822277e+002	-9.337500e-001
1.820324e+002	-9.367500e-001
1.818371e+002	-9.375000e-001
1.816418e+002	-9.397500e-001
1.814464e+002	-9.408750e-001
1.812511e+002	-9.423750e-001
1.810558e+002	-9.442500e-001
1.808605e+002	-9.453750e-001
1.806652e+002	-9.472500e-001
1.804699e+002	-9.483750e-001
1.802746e+002	-9.506250e-001
1.800792e+002	-9.517500e-001
1.798839e+002	-9.532500e-001
1.796886e+002	-9.558750e-001
1.794933e+002	-9.570000e-001
1.792980e+002	-9.600000e-001
1.791027e+002	-9.592500e-001
1.789074e+002	-9.615000e-001
1.787120e+002	-9.630000e-001
1.785167e+002	-9.648750e-001
1.783214e+002	-9.667500e-001
1.781261e+002	-9.675000e-001
1.779308e+002	-9.708750e-001
1.777355e+002	-9.716250e-001
1.775402e+002	-9.735000e-001
1.773448e+002	-9.742500e-001
1.771495e+002	-9.765000e-001
1.769542e+002	-9.776250e-001
1.767589e+002	-9.795000e-001
1.765636e+002	-9.810000e-001
1.763683e+002	-9.825000e-001
1.761730e+002	-9.840000e-001
1.759776e+002	-9.870000e-001
1.757823e+002	-9.877500e-001
1.755870e+002	-9.888750e-001
1.753917e+002	-9.918750e-001
1.751964e+002	-9.922500e-001
1.750011e+002	-9.948750e-001
1.748058e+002	-9.952500e-001
1.746104e+002	-9.971250e-001
1.744151e+002	-9.982500e-001
1.742198e+002	-1.001625e+000
1.740245e+002	-1.001250e+000
1.738292e+002	-1.003500e+000
1.736339e+002	-1.006500e+000
1.734386e+002	-1.006125e+000
1.732433e+002	-1.008375e+000
1.730479e+002	-1.009500e+000
1.728526e+002	-1.011375e+000
1.726573e+002	-1.013625e+000
1.724620e+002	-1.015875e+000
1.722667e+002	-1.017375e+000
1.720714e+002	-1.018125e+000
1.718761e+002	-1.020375e+000
1.716807e+002	-1.021125e+000
1.714854e+002	-1.023750e+000
1.712901e+002	-1.025250e+000
1.710948e+002	-1.026750e+000
1.708995e+002	-1.026750e+000
1.707042e+002	-1.029750e+000
1.705089e+002	-1.032375e+000
1.703135e+002	-1.033125e+000
1.701182e+002	-1.034250e+000
1.699229e+002	-1.035375e+000
1.697276e+002	-1.037250e+000
1.695323e+002	-1.039125e+000
1.693370e+002	-1.040625e+000
1.691417e+002	-1.043625e+000
1.689463e+002	-1.044000e+000
1.687510e+002	-1.045125e+000
1.685557e+002	-1.046625e+000
