    nm         	 V
2.000013e+002	-1.728000e+000
1.998060e+002	-1.726875e+000
1.996106e+002	-1.729500e+000
1.994153e+002	-1.729875e+000
1.992200e+002	-1.731750e+000
1.990247e+002	-1.731000e+000
1.988294e+002	-1.734750e+000
1.986341e+002	-1.734750e+000
1.984388e+002	-1.735125e+000
1.982434e+002	-1.738125e+000
1.980481e+002	-1.737750e+000
1.978528e+002	-1.740375e+000
1.976575e+002	-1.741125e+000
1.974622e+002	-1.743750e+000
1.972669e+002	-1.743750e+000
1.970716e+002	-1.745250e+000
1.968762e+002	-1.747500e+000
1.966809e+002	-1.747500e+000
1.964856e+002	-1.751250e+000
1.962903e+002	-1.749375e+000
1.960950e+002	-1.753500e+000
1.958997e+002	-1.753875e+000
1.957044e+002	-1.756500e+000
1.955090e+002	-1.756875e+000
1.953137e+002	-1.758750e+000
1.951184e+002	-1.759125e+000
1.949231e+002	-1.760625e+000
1.947278e+002	-1.763625e+000
1.945325e+002	-1.765125e+000
1.943372e+002	-1.766625e+000
1.941418e+002	-1.767000e+000
1.939465e+002	-1.768500e+000
1.937512e+002	-1.769625e+000
1.935559e+002	-1.772625e+000
1.933606e+002	-1.775250e+000
1.931653e+002	-1.774875e+000
1.929700e+002	-1.777500e+000
1.927746e+002	-1.777500e+000
1.925793e+002	-1.780500e+000
1.923840e+002	-1.781250e+000
1.921887e+002	-1.783500e+000
1.919934e+002	-1.783875e+000
1.917981e+002	-1.785750e+000
1.916028e+002	-1.788375e+000
1.914075e+002	-1.789125e+000
1.912121e+002	-1.791750e+000
1.910168e+002	-1.792125e+000
1.908215e+002	-1.794375e+000
1.906262e+002	-1.794750e+000
1.904309e+002	-1.798125e+000
1.902356e+002	-1.798500e+000
1.900403e+002	-1.800000e+000
1.898449e+002	-1.801875e+000
1.896496e+002	-1.802250e+000
1.894543e+002	-1.805250e+000
1.892590e+002	-1.807125e+000
1.890637e+002	-1.807500e+000
1.888684e+002	-1.809750e+000
1.886731e+002	-1.812000e+000
1.884777e+002	-1.813500e+000
1.882824e+002	-1.813125e+000
1.880871e+002	-1.815750e+000
1.878918e+002	-1.817250e+000
1.876965e+002	-1.818000e+000
1.875012e+002	-1.821000e+000
1.873059e+002	-1.821750e+000
1.871105e+002	-1.824000e+000
1.869152e+002	-1.825125e+000
1.867199e+002	-1.827000e+000
1.865246e+002	-1.828500e+000
1.863293e+002	-1.830000e+000
1.861340e+002	-1.832250e+000
1.859387e+002	-1.832625e+000
1.857433e+002	-1.835625e+000
1.855480e+002	-1.836375e+000
1.853527e+002	-1.837125e+000
1.851574e+002	-1.839750e+000
1.849621e+002	-1.840125e+000
1.847668e+002	-1.842375e+000
1.845715e+002	-1.845375e+000
1.843761e+002	-1.845000e+000
1.841808e+002	-1.847625e+000
1.839855e+002	-1.848000e+000
1.837902e+002	-1.850250e+000
1.835949e+002	-1.851000e+000
1.833996e+002	-1.854000e+000
1.832043e+002	-1.855875e+000
1.830090e+002	-1.857000e+000
1.828136e+002	-1.859250e+000
1.826183e+002	-1.858875e+000
1.824230e+002	-1.860750e+000
1.822277e+002	-1.863375e+000
1.820324e+002	-1.867500e+000
1.818371e+002	-1.866000e+000
1.816418e+002	-1.870125e+000
1.814464e+002	-1.869375e+000
1.812511e+002	-1.871625e+000
1.810558e+002	-1.873875e+000
1.808605e+002	-1.875375e+000
1.806652e+002	-1.876500e+000
1.804699e+002	-1.877250e+000
1.802746e+002	-1.879875e+000
1.800792e+002	-1.879875e+000
1.798839e+002	-1.882875e+000
1.796886e+002	-1.883625e+000
1.794933e+002	-1.885875e+000
1.792980e+002	-1.887000e+000
1.791027e+002	-1.888875e+000
1.789074e+002	-1.890000e+000
1.787120e+002	-1.891125e+000
1.785167e+002	-1.894125e+000
1.783214e+002	-1.894875e+000
1.781261e+002	-1.895250e+000
1.779308e+002	-1.898250e+000
1.777355e+002	-1.898625e+000
1.775402e+002	-1.900500e+000
1.773448e+002	-1.903125e+000
1.771495e+002	-1.903875e+000
1.769542e+002	-1.905000e+000
1.767589e+002	-1.906875e+000
1.765636e+002	-1.910250e+000
1.763683e+002	-1.909125e+000
1.761730e+002	-1.912875e+000
1.759776e+002	-1.914000e+000
1.757823e+002	-1.915500e+000
1.755870e+002	-1.916250e+000
1.753917e+002	-1.918500e+000
1.751964e+002	-1.920000e+000
1.750011e+002	-1.920750e+000
1.748058e+002	-1.923750e+000
1.746104e+002	-1.924500e+000
1.744151e+002	-1.927125e+000
1.742198e+002	-1.928250e+000
1.740245e+002	-1.929000e+000
1.738292e+002	-1.931625e+000
1.736339e+002	-1.933500e+000
1.734386e+002	-1.934250e+000
1.732433e+002	-1.936875e+000
1.730479e+002	-1.938000e+000
1.728526e+002	-1.939125e+000
1.726573e+002	-1.940250e+000
1.724620e+002	-1.942875e+000
1.722667e+002	-1.943625e+000
1.720714e+002	-1.947750e+000
1.718761e+002	-1.947750e+000
1.716807e+002	-1.949250e+000
1.714854e+002	-1.950000e+000
1.712901e+002	-1.953000e+000
1.710948e+002	-1.953375e+000
1.708995e+002	-1.954500e+000
1.707042e+002	-1.957875e+000
1.705089e+002	-1.957500e+000
1.703135e+002	-1.960125e+000
1.701182e+002	-1.962000e+000
1.699229e+002	-1.963125e+000
1.697276e+002	-1.963875e+000
1.695323e+002	-1.966125e+000
1.693370e+002	-1.967250e+000
1.691417e+002	-1.969500e+000
1.689463e+002	-1.970625e+000
1.687510e+002	-1.971000e+000
1.685557e+002	-1.973625e+000
1.683604e+002	-1.975875e+000
1.681651e+002	-1.977000e+000
1.679698e+002	-1.979250e+000
1.677745e+002	-1.980750e+000
1.675791e+002	-1.982250e+000
1.673838e+002	-1.983750e+000
1.671885e+002	-1.985250e+000
1.669932e+002	-1.987500e+000
1.667979e+002	-1.988250e+000
1.666026e+002	-1.990125e+000
1.664073e+002	-1.991250e+000
1.662119e+002	-1.993500e+000
1.660166e+002	-1.994625e+000
1.658213e+002	-1.996125e+000
1.656260e+002	-1.998000e+000
1.654307e+002	-1.999500e+000
1.652354e+002	-2.000625e+000
1.650401e+002	-2.002500e+000
1.648447e+002	-2.003625e+000
1.646494e+002	-2.004750e+000
1.644541e+002	-2.007375e+000
1.642588e+002	-2.010375e+000
1.640635e+002	-2.010750e+000
1.638682e+002	-2.011875e+000
1.636729e+002	-2.013750e+000
1.634776e+002	-2.014875e+000
1.632822e+002	-2.017125e+000
1.630869e+002	-2.019750e+000
1.628916e+002	-2.020500e+000
1.626963e+002	-2.023125e+000
1.625010e+002	-2.024250e+000
1.623057e+002	-2.024625e+000
1.621104e+002	-2.027250e+000
1.619150e+002	-2.028375e+000
1.617197e+002	-2.029875e+000
1.615244e+002	-2.032125e+000
1.613291e+002	-2.031750e+000
1.611338e+002	-2.034750e+000
1.609385e+002	-2.037000e+000
1.607432e+002	-2.038125e+000
1.605478e+002	-2.038875e+000
1.603525e+002	-2.040375e+000
1.601572e+002	-2.043375e+000
1.599619e+002	-2.043375e+000
1.597666e+002	-2.046750e+000
1.595713e+002	-2.047125e+000
1.593760e+002	-2.049750e+000
1.591806e+002	-2.049750e+000
1.589853e+002	-2.052750e+000
1.587900e+002	-2.055375e+000
1.585947e+002	-2.054625e+000
1.583994e+002	-2.057250e+000
1.582041e+002	-2.058000e+000
1.580088e+002	-2.061000e+000
1.578134e+002	-2.062500e+000
1.576181e+002	-2.064750e+000
1.574228e+002	-2.065125e+000
1.572275e+002	-2.067000e+000
1.570322e+002	-2.068875e+000
1.568369e+002	-2.069250e+000
1.566416e+002	-2.073375e+000
1.564462e+002	-2.073000e+000
1.562509e+002	-2.076000e+000
1.560556e+002	-2.077125e+000
1.558603e+002	-2.078250e+000
1.556650e+002	-2.080125e+000
1.554697e+002	-2.081625e+000
1.552744e+002	-2.083875e+000
1.550791e+002	-2.084250e+000
1.548837e+002	-2.085750e+000
1.546884e+002	-2.088375e+000
1.544931e+002	-2.089500e+000
1.542978e+002	-2.092500e+000
1.541025e+002	-2.092500e+000
1.539072e+002	-2.095125e+000
1.537119e+002	-2.095500e+000
1.535165e+002	-2.098500e+000
1.533212e+002	-2.098125e+000
1.531259e+002	-2.102250e+000
1.529306e+002	-2.103000e+000
1.527353e+002	-2.104500e+000
1.525400e+002	-2.106000e+000
1.523447e+002	-2.107125e+000
1.521493e+002	-2.109375e+000
1.519540e+002	-2.111625e+000
1.517587e+002	-2.112000e+000
1.515634e+002	-2.113500e+000
1.513681e+002	-2.116125e+000
1.511728e+002	-2.118000e+000
1.509775e+002	-2.118375e+000
1.507821e+002	-2.120250e+000
1.505868e+002	-2.122875e+000
1.503915e+002	-2.124375e+000
1.501962e+002	-2.125500e+000
1.500009e+002	-2.128500e+000
1.498056e+002	-2.127375e+000
1.496103e+002	-2.131125e+000
1.494149e+002	-2.131125e+000
1.492196e+002	-2.134875e+000
1.490243e+002	-2.135250e+000
1.488290e+002	-2.137500e+000
1.486337e+002	-2.138625e+000
1.484384e+002	-2.140500e+000
1.482431e+002	-2.143125e+000
1.480477e+002	-2.142750e+000
1.478524e+002	-2.145000e+000
1.476571e+002	-2.146875e+000
1.474618e+002	-2.147625e+000
1.472665e+002	-2.150625e+000
1.470712e+002	-2.149875e+000
1.468759e+002	-2.154000e+000
1.466805e+002	-2.154375e+000
1.464852e+002	-2.157000e+000
1.462899e+002	-2.157000e+000
1.460946e+002	-2.160000e+000
1.458993e+002	-2.161875e+000
1.457040e+002	-2.162625e+000
1.455087e+002	-2.163750e+000
1.453134e+002	-2.166750e+000
1.451180e+002	-2.169000e+000
1.449227e+002	-2.168250e+000
1.447274e+002	-2.172000e+000
1.445321e+002	-2.172000e+000
1.443368e+002	-2.174250e+000
1.441415e+002	-2.177625e+000
1.439462e+002	-2.178000e+000
1.437508e+002	-2.179875e+000
1.435555e+002	-2.180625e+000
1.433602e+002	-2.183625e+000
1.431649e+002	-2.183250e+000
1.429696e+002	-2.187375e+000
1.427743e+002	-2.187750e+000
1.425790e+002	-2.189250e+000
1.423836e+002	-2.190000e+000
1.421883e+002	-2.193000e+000
1.419930e+002	-2.194125e+000
1.417977e+002	-2.196750e+000
1.416024e+002	-2.197500e+000
1.414071e+002	-2.198625e+000
1.412118e+002	-2.200875e+000
1.410164e+002	-2.203500e+000
1.408211e+002	-2.204625e+000
1.406258e+002	-2.206125e+000
1.404305e+002	-2.207625e+000
1.402352e+002	-2.208000e+000
1.400399e+002	-2.210250e+000
1.398446e+002	-2.212875e+000
1.396492e+002	-2.212875e+000
1.394539e+002	-2.215125e+000
1.392586e+002	-2.216625e+000
1.390633e+002	-2.218875e+000
1.388680e+002	-2.220750e+000
1.386727e+002	-2.221500e+000
1.384774e+002	-2.223000e+000
1.382820e+002	-2.224875e+000
1.380867e+002	-2.226375e+000
1.378914e+002	-2.228250e+000
1.376961e+002	-2.229375e+000
1.375008e+002	-2.231250e+000
1.373055e+002	-2.234625e+000
1.371102e+002	-2.233500e+000
1.369148e+002	-2.235375e+000
1.367195e+002	-2.238750e+000
1.365242e+002	-2.238750e+000
1.363289e+002	-2.241750e+000
1.361336e+002	-2.242125e+000
1.359383e+002	-2.245875e+000
1.357430e+002	-2.245875e+000
1.355477e+002	-2.247000e+000
1.353523e+002	-2.249250e+000
1.351570e+002	-2.251875e+000
1.349617e+002	-2.253000e+000
1.347664e+002	-2.255625e+000
1.345711e+002	-2.256750e+000
1.343758e+002	-2.257125e+000
1.341805e+002	-2.259750e+000
1.339851e+002	-2.262375e+000
1.337898e+002	-2.263125e+000
1.335945e+002	-2.265000e+000
1.333992e+002	-2.267250e+000
1.332039e+002	-2.266500e+000
1.330086e+002	-2.269500e+000
1.328133e+002	-2.271750e+000
1.326179e+002	-2.271750e+000
1.324226e+002	-2.274000e+000
1.322273e+002	-2.275875e+000
1.320320e+002	-2.276250e+000
1.318367e+002	-2.278875e+000
1.316414e+002	-2.280375e+000
1.314461e+002	-2.283375e+000
1.312507e+002	-2.283375e+000
1.310554e+002	-2.285625e+000
1.308601e+002	-2.287125e+000
1.306648e+002	-2.288250e+000
1.304695e+002	-2.290500e+000
1.302742e+002	-2.291625e+000
1.300789e+002	-2.292000e+000
1.298835e+002	-2.295000e+000
1.296882e+002	-2.297250e+000
1.294929e+002	-2.298375e+000
1.292976e+002	-2.300250e+000
1.291023e+002	-2.301000e+000
1.289070e+002	-2.303250e+000
1.287117e+002	-2.304000e+000
