    nm         	 V
9.980532e+001	-1.362750e+000
9.970766e+001	-1.363875e+000
9.961001e+001	-1.366500e+000
9.951235e+001	-1.367250e+000
9.941469e+001	-1.370625e+000
9.931703e+001	-1.372125e+000
9.921938e+001	-1.372500e+000
9.912172e+001	-1.372875e+000
9.902406e+001	-1.374750e+000
9.892641e+001	-1.374000e+000
9.882875e+001	-1.377375e+000
9.873109e+001	-1.379625e+000
9.863344e+001	-1.380375e+000
9.853578e+001	-1.381125e+000
9.843812e+001	-1.383750e+000
9.834046e+001	-1.383750e+000
9.824281e+001	-1.385250e+000
9.814515e+001	-1.386750e+000
9.804749e+001	-1.388250e+000
9.794984e+001	-1.389750e+000
9.785218e+001	-1.391625e+000
9.775452e+001	-1.392750e+000
9.765687e+001	-1.393500e+000
9.755921e+001	-1.395000e+000
9.746155e+001	-1.397250e+000
9.736389e+001	-1.399500e+000
9.726624e+001	-1.399500e+000
9.716858e+001	-1.399875e+000
9.707092e+001	-1.403250e+000
9.697327e+001	-1.403625e+000
9.687561e+001	-1.404750e+000
9.677795e+001	-1.406625e+000
9.668030e+001	-1.409625e+000
9.658264e+001	-1.411125e+000
9.648498e+001	-1.412250e+000
9.638732e+001	-1.412250e+000
9.628967e+001	-1.412250e+000
9.619201e+001	-1.413375e+000
9.609435e+001	-1.416000e+000
9.599670e+001	-1.418250e+000
9.589904e+001	-1.420125e+000
9.580138e+001	-1.421625e+000
9.570373e+001	-1.422375e+000
9.560607e+001	-1.422750e+000
9.550841e+001	-1.425000e+000
9.541075e+001	-1.426125e+000
9.531310e+001	-1.426500e+000
9.521544e+001	-1.429125e+000
9.511778e+001	-1.429500e+000
9.502013e+001	-1.432500e+000
9.492247e+001	-1.435500e+000
9.482481e+001	-1.435500e+000
9.472716e+001	-1.435500e+000
9.462950e+001	-1.436250e+000
9.453184e+001	-1.438125e+000
9.443418e+001	-1.439625e+000
9.433653e+001	-1.443750e+000
9.423887e+001	-1.444875e+000
9.414121e+001	-1.444125e+000
9.404356e+001	-1.445250e+000
9.394590e+001	-1.448625e+000
9.384824e+001	-1.448250e+000
9.375059e+001	-1.452000e+000
9.365293e+001	-1.453125e+000
9.355527e+001	-1.452375e+000
9.345761e+001	-1.453875e+000
9.335996e+001	-1.456125e+000
9.326230e+001	-1.459125e+000
9.316464e+001	-1.459875e+000
9.306699e+001	-1.459500e+000
9.296933e+001	-1.462125e+000
9.287167e+001	-1.462125e+000
9.277402e+001	-1.464375e+000
9.267636e+001	-1.465875e+000
9.257870e+001	-1.468125e+000
9.248105e+001	-1.468500e+000
9.238339e+001	-1.468875e+000
9.228573e+001	-1.472250e+000
9.218807e+001	-1.473750e+000
9.209042e+001	-1.473750e+000
9.199276e+001	-1.475250e+000
9.189510e+001	-1.479000e+000
9.179745e+001	-1.478250e+000
9.169979e+001	-1.479750e+000
9.160213e+001	-1.484250e+000
9.150448e+001	-1.484625e+000
9.140682e+001	-1.483125e+000
9.130916e+001	-1.485375e+000
9.121150e+001	-1.488375e+000
9.111385e+001	-1.489125e+000
9.101619e+001	-1.492125e+000
9.091853e+001	-1.491000e+000
9.082088e+001	-1.494750e+000
9.072322e+001	-1.495500e+000
9.062556e+001	-1.496625e+000
9.052791e+001	-1.498875e+000
9.043025e+001	-1.498500e+000
9.033259e+001	-1.500375e+000
9.023493e+001	-1.500375e+000
9.013728e+001	-1.505625e+000
